date,open,high,low,close,volume,amount,change_pct
2025-07-08,13.85,14.4,13.82,14.12,12089656,171067989.33,1.6559
2025-07-09,14.47,14.59,14.15,14.17,18477972,265504296.95,0.3541
2025-07-10,14.06,14.18,13.95,14.14,11952906,167951812.54,-0.2117
2025-07-11,14.06,14.43,13.92,14.35,15355942,218186065.66,1.4851
2025-07-14,14.57,15.79,14.57,15.79,59215069,900073530.26,10.0348
2025-07-15,15.97,16.05,15.42,15.78,55340457,869977209.09,-0.0633
2025-07-16,15.79,16.28,15.5,16.25,44859763,715720681.59,2.9785
2025-07-17,16.16,16.3,15.94,16.12,29663382,477791279.42,-0.8
2025-07-18,16.5,16.77,15.7,15.81,30162123,482002473.42,-1.9231
2025-07-21,16.02,16.48,15.95,16.47,37256212,605916914.67,4.1746
2025-07-22,16.5,16.55,16.17,16.22,23086801,376890114.25,-1.5179
2025-07-23,16.11,16.29,15.9,15.96,16352234,262392673.22,-1.603
2025-07-24,16.0,16.37,15.92,16.18,15468708,250917561.47,1.3784
2025-07-25,16.18,17.58,16.14,17.38,47676788,815312347.57,7.4166
2025-07-28,17.38,17.48,17.05,17.2,25329853,437685429.42,-1.0357
2025-07-29,17.11,17.18,16.75,16.88,15895020,268542748.36,-1.8605
2025-07-30,16.98,17.07,16.6,16.74,15431717,259471080.04,-0.8294
2025-07-31,16.65,17.03,16.55,16.67,15587172,261697766.89,-0.4182
2025-08-01,16.8,17.24,16.52,16.55,20467510,344465435.88,-0.7199
2025-08-04,16.43,17.18,16.43,17.09,20024455,337163977.97,3.2628
2025-08-05,17.11,17.68,16.96,17.29,24902138,431226396.91,1.1703
2025-08-06,17.2,18.08,17.0,17.83,39825844,704392610.41,3.1232
2025-08-07,17.68,17.72,17.17,17.21,27026615,468493824.68,-3.4773
2025-08-08,17.12,17.24,16.88,16.92,16134970,274458176.34,-1.6851
2025-08-11,16.96,17.18,16.9,17.0,15751939,268365055.65,0.4728
2025-08-12,16.93,16.95,16.63,16.85,13709663,230111930.2,-0.8824
2025-08-13,16.88,17.42,16.82,17.37,22319264,382893406.83,3.0861
2025-08-14,17.42,17.45,16.65,16.94,18516497,315335750.86,-2.4755
2025-08-15,16.95,17.25,16.82,17.18,14504434,248023973.67,1.4168
2025-08-18,17.29,17.64,17.18,17.22,19678640,340865671.78,0.2328
2025-08-19,17.22,18.1,16.96,17.7,39177264,686748478.63,2.7875
2025-08-20,17.6,17.97,17.47,17.65,20849115,368889653.14,-0.2825
2025-08-21,17.69,17.75,16.79,16.88,27159287,465635302.55,-4.3626
2025-08-22,16.89,17.25,16.8,17.18,21284926,362116232.23,1.7773
2025-08-25,17.39,18.09,17.38,17.73,35878657,637933267.15,3.2014
2025-08-26,17.58,17.68,17.25,17.46,17663418,308282971.3,-1.5228
2025-08-27,17.48,17.9,16.74,16.78,23222276,404221250.24,-3.8946
2025-08-28,16.78,16.85,16.08,16.68,27608119,455545788.24,-0.5959
2025-08-29,16.67,16.9,16.34,16.57,17046517,282913330.43,-0.6595
2025-09-01,16.8,17.34,16.33,16.52,23346265,388816581.16,-0.3018
2025-09-02,16.66,17.05,15.7,16.68,41694148,681007156.81,0.9685
2025-09-03,16.93,17.33,16.22,16.26,24961446,418746533.51,-2.518
2025-09-04,16.26,16.56,15.46,15.72,22358217,358548765.03,-3.321
2025-09-05,15.73,16.39,15.65,16.35,19944269,321483388.76,4.0076
2025-09-08,16.36,17.3,16.35,16.93,26200841,444469416.07,3.5474
2025-09-09,16.85,18.0,16.58,17.6,46797034,819847380.35,3.9575
2025-09-10,17.51,18.45,17.41,17.93,38790927,697536659.92,1.875
2025-09-11,18.51,19.72,18.51,19.72,46906715,908907253.88,9.9833
2025-09-12,20.1,20.86,19.88,20.14,87683246,1776520015.1,2.1298
2025-09-15,19.98,20.66,19.78,20.23,52359649,1055810863.62,0.4469
2025-09-16,20.24,21.2,20.0,21.03,60004797,1241836864.24,3.9545
2025-09-17,20.9,21.86,20.79,20.9,52613214,1115055288.42,-0.6182
2025-09-18,20.91,21.25,20.11,20.39,45622828,946646458.0,-2.4402
2025-09-19,20.5,20.5,19.65,19.88,29146194,582555501.6,-2.5012
2025-09-22,20.05,20.47,19.6,19.89,31178388,620514830.16,0.0503
2025-09-23,20.09,20.57,19.01,19.58,35182744,689297505.6,-1.5586
2025-09-24,19.54,19.94,19.18,19.73,25294999,496403136.18,0.7661
2025-09-25,20.3,20.68,20.01,20.33,43462657,882719698.29,3.0411
2025-09-26,19.93,20.44,19.74,19.74,28705104,573228651.56,-2.9021
2025-09-29,19.57,19.76,19.09,19.52,23082267,448132656.74,-1.1145
2025-09-30,20.28,20.97,20.17,20.48,42946736,882102655.82,4.918
2025-10-09,20.95,21.23,19.68,19.86,37482470,753769277.57,-3.0273
2025-10-10,20.02,20.28,18.84,18.91,30837335,601786425.25,-4.7835
2025-10-13,18.01,19.48,17.61,18.63,33787628,625275989.09,-1.4807
2025-10-14,18.76,18.88,17.6,17.68,27828645,505109444.41,-5.0993
2025-10-15,17.7,18.1,17.41,18.08,20095848,357069570.39,2.2624
2025-10-16,17.98,18.08,17.54,17.59,15492354,275603404.27,-2.7102
2025-10-17,17.55,17.65,17.03,17.13,21334908,368272747.67,-2.6151
2025-10-20,17.38,18.55,17.17,17.77,27837299,498724081.58,3.7361
2025-10-21,17.81,18.05,17.35,17.87,17190300,304989075.99,0.5627
2025-10-22,17.78,18.1,17.6,17.7,13731494,244627402.08,-0.9513
2025-10-23,17.56,18.24,17.32,17.9,22429791,398428792.74,1.1299
2025-10-24,17.92,18.67,17.79,18.33,21703104,395154228.38,2.4022
2025-10-27,18.38,18.58,18.05,18.18,18376680,335022972.94,-0.8183
2025-10-28,18.19,18.2,17.81,17.96,14043665,252367440.82,-1.2101
2025-10-29,18.07,18.22,17.85,18.1,11772835,212322712.03,0.7795
2025-10-30,18.12,18.13,17.7,17.72,12403237,221430365.05,-2.0994
2025-10-31,17.75,18.3,17.68,18.05,13817865,250123088.12,1.8623
2025-11-03,18.07,18.37,17.88,18.24,14824517,268963406.36,1.0526
2025-11-04,18.24,18.25,17.55,17.8,15338785,272508506.97,-2.4123
2025-11-05,17.5,17.85,17.43,17.62,10313311,182085469.94,-1.0112
2025-11-06,17.77,18.15,17.63,17.94,10587743,189469840.0,1.8161
2025-11-07,17.94,18.0,17.35,17.38,14328500,250417637.77,-3.1215
2025-11-10,17.36,17.6,17.15,17.23,11725910,203225683.41,-0.8631
2025-11-11,17.36,17.77,17.25,17.62,12981347,227240686.59,2.2635
