date,open,high,low,close,volume,amount,change_pct
2025-07-08,7.11,7.18,7.09,7.15,8496496,60765201.83,0.4213
2025-07-09,7.15,7.25,7.15,7.2,10534432,75810355.08,0.6993
2025-07-10,7.21,7.39,7.18,7.38,15893914,116306288.34,2.5
2025-07-11,7.38,7.41,7.25,7.29,10322396,75370024.61,-1.2195
2025-07-14,7.3,7.45,7.26,7.4,9894732,73168382.12,1.5089
2025-07-15,7.41,7.44,7.35,7.4,7923853,58586948.42,0.0
2025-07-16,7.42,7.59,7.38,7.57,14925963,112192422.83,2.2973
2025-07-17,7.57,7.58,7.45,7.48,10178445,76141110.7,-1.1889
2025-07-18,7.53,7.55,7.48,7.53,8916116,66956099.32,0.6684
2025-07-21,7.6,7.62,7.46,7.49,10534500,79137254.0,-0.5312
2025-07-22,7.5,7.54,7.44,7.46,8984757,67133277.65,-0.4005
2025-07-23,7.46,7.5,7.37,7.38,10931048,81145347.6,-1.0724
2025-07-24,7.35,7.42,7.32,7.39,9351800,68908231.0,0.1355
2025-07-25,7.39,7.42,7.36,7.4,5534000,40897734.4,0.1353
2025-07-28,7.4,7.54,7.37,7.41,6656688,49421133.88,0.1351
2025-07-29,7.39,7.55,7.38,7.44,10836454,80863436.58,0.4049
2025-07-30,7.43,7.46,7.35,7.4,8308210,61472221.1,-0.5376
2025-07-31,7.37,7.44,7.29,7.32,8334356,61445120.4,-1.0811
2025-08-01,7.3,7.36,7.29,7.33,5777000,42328772.0,0.1366
2025-08-04,7.3,7.43,7.27,7.34,9690000,71030932.0,0.1364
2025-08-05,7.35,7.47,7.35,7.43,9457000,70220406.0,1.2262
2025-08-06,7.44,7.54,7.4,7.44,8458200,62957225.0,0.1346
2025-08-07,7.46,7.48,7.32,7.36,9267396,68343707.6,-1.0753
2025-08-08,7.34,7.44,7.33,7.43,8230056,60845483.04,0.9511
2025-08-11,7.42,7.52,7.4,7.5,8053800,60148246.0,0.9421
2025-08-12,7.53,7.55,7.47,7.49,7586126,56925509.98,-0.1333
2025-08-13,7.51,7.53,7.42,7.46,7984000,59600105.0,-0.4005
2025-08-14,7.48,7.49,7.35,7.37,10051500,74454059.0,-1.2064
2025-08-15,7.37,7.42,7.36,7.39,7989797,59021901.88,0.2714
