date,open,high,low,close,volume,amount,change_pct
2025-07-08,6.95,7.06,6.9,7.06,13215600,92754012.0,1.5827
2025-07-09,7.05,7.14,7.04,7.06,14587520,103516242.4,0.0
2025-07-10,7.06,7.27,7.02,7.18,31640020,226897395.8,1.6997
2025-07-11,7.12,7.16,7.01,7.1,23649420,167316795.4,-1.1142
2025-07-14,7.05,7.12,7.01,7.1,16790980,118766291.4,0.0
2025-07-15,7.08,7.1,6.9,6.96,16358960,114079078.8,-1.9718
2025-07-16,6.96,7.06,6.95,7.02,11314710,79499895.8,0.8621
2025-07-17,7.0,7.15,6.99,7.15,17617652,125144960.46,1.8519
2025-07-18,7.15,7.18,7.09,7.11,14688892,104740725.24,-0.5594
2025-07-21,7.31,7.46,7.16,7.28,33577240,244331818.8,2.391
2025-07-22,7.28,7.31,7.07,7.11,25858760,184923002.0,-2.3352
2025-07-23,7.09,7.1,6.99,7.01,17283605,121642351.33,-1.4065
2025-07-24,7.03,7.08,7.02,7.07,11102440,78299453.0,0.8559
2025-07-25,7.1,7.29,7.04,7.19,23795444,170633569.88,1.6973
2025-07-28,7.15,7.31,7.12,7.28,30708880,222506520.8,1.2517
2025-07-29,7.27,7.28,7.18,7.27,16044900,115943062.2,-0.1374
2025-07-30,7.24,7.25,7.1,7.18,15936689,114283362.58,-1.238
2025-07-31,7.17,7.24,7.02,7.04,16483142,117339569.73,-1.9499
2025-08-01,7.04,7.09,6.98,7.08,13099811,92177874.64,0.5682
2025-08-04,7.04,7.79,7.02,7.79,88568721,670205068.62,10.0282
2025-08-05,8.2,8.57,8.18,8.57,34819521,293361211.4,10.0128
2025-08-06,9.43,9.43,9.43,9.43,14751476,139106418.68,10.035
2025-08-07,10.37,10.37,10.37,10.37,9832625,101964321.25,9.9682
2025-08-08,11.0,11.0,9.33,9.46,232784189,2357925115.19,-8.7753
2025-08-11,8.9,10.41,8.52,10.41,160401497,1513531080.65,10.0423
2025-08-12,11.25,11.45,10.75,11.45,273245649,3078065377.28,9.9904
2025-08-13,11.45,12.6,11.2,12.6,222790944,2698925975.75,10.0437
2025-08-14,12.7,13.56,11.37,12.84,245631792,2981117330.58,1.9048
2025-08-15,12.45,14.0,12.2,13.35,203957641,2740542008.0,3.972
2025-08-18,13.35,14.39,13.1,14.02,195623794,2709284179.57,5.0187
2025-08-19,13.58,13.67,12.66,12.66,168522547,2222656258.49,-9.7004
2025-08-20,12.5,13.11,12.05,12.58,109542080,1396942492.74,-0.6319
2025-08-21,12.15,13.28,11.35,12.38,145079905,1722463725.69,-1.5898
2025-08-22,11.81,12.1,11.61,11.86,77970442,924996519.68,-4.2003
2025-08-25,11.81,12.01,11.53,11.7,75306112,886257098.23,-1.3491
2025-08-26,11.75,11.81,11.49,11.51,59783389,691171023.24,-1.6239
2025-08-27,11.5,11.77,11.38,11.52,63323723,729603609.58,0.0869
2025-08-28,11.58,11.58,10.51,11.0,80267451,880629175.1,-4.5139
2025-08-29,10.89,10.89,10.68,10.77,46564899,501181555.26,-2.0909
2025-09-01,10.76,11.14,10.69,11.0,46993967,513576991.51,2.1356
2025-09-02,11.01,11.01,10.4,10.55,47158259,498964549.75,-4.0909
2025-09-03,10.65,10.69,10.16,10.18,36817282,382278234.14,-3.5071
