date,open,high,low,close,volume,amount,change_pct
2025-07-08,42.51,44.58,41.35,43.91,8077500,353010229.86,3.415
2025-07-09,43.2,45.76,42.47,44.05,7625098,332677996.88,0.3188
2025-07-10,43.5,45.49,42.04,42.27,6785882,295208040.98,-4.0409
2025-07-11,41.61,42.57,41.18,42.4,3592897,150452112.39,0.3075
2025-07-14,42.01,42.2,41.42,41.68,2184800,91120923.0,-1.6981
2025-07-15,41.68,42.5,40.69,41.12,2686300,111672332.0,-1.3436
2025-07-16,40.66,41.11,40.0,40.4,2562700,103815937.0,-1.751
2025-07-17,40.2,42.71,40.2,42.06,4773386,199335598.12,4.1089
2025-07-18,41.87,42.25,40.9,40.96,2602235,107792765.91,-2.6153
2025-07-21,40.96,41.46,40.32,41.0,2543500,103616342.0,0.0977
2025-07-22,40.9,41.1,39.71,40.02,2310981,93118673.66,-2.3902
2025-07-23,39.85,40.22,39.51,39.68,1340500,53382089.0,-0.8496
2025-07-24,39.75,40.49,39.72,40.1,1454800,58427170.0,1.0585
2025-07-25,40.35,40.45,39.88,40.29,1011900,40634870.0,0.4738
2025-07-28,40.45,42.13,40.32,41.96,3845200,159316772.0,4.1449
2025-07-29,41.6,42.9,41.5,41.82,2455300,103127526.0,-0.3337
2025-07-30,41.68,41.96,41.12,41.59,1694700,70329957.0,-0.55
2025-07-31,41.99,43.02,41.03,41.21,3372400,141875984.0,-0.9137
2025-08-01,41.21,42.1,40.72,41.4,1847500,76352005.0,0.4611
2025-08-04,41.01,42.49,40.57,42.4,2465800,103687648.06,2.4155
2025-08-05,42.43,43.99,42.01,43.35,3943300,169743764.0,2.2406
2025-08-06,42.91,43.59,42.76,42.99,2687900,115652120.0,-0.8304
2025-08-07,43.01,43.19,42.13,42.68,2096700,89547909.11,-0.7211
2025-08-08,42.41,43.38,42.01,43.15,2886100,123432893.0,1.1012
2025-08-11,43.68,43.96,42.81,43.3,2639411,114094158.86,0.3476
2025-08-12,43.25,43.29,42.55,43.03,1980500,84944214.0,-0.6236
2025-08-13,43.04,43.29,42.46,42.91,2265990,97116942.6,-0.2789
2025-08-14,43.15,43.16,41.37,41.39,2354100,98738549.0,-3.5423
2025-08-15,41.85,43.8,41.42,43.17,3503956,150203778.78,4.3006
2025-08-18,43.25,43.94,42.9,43.58,3249859,141771833.77,0.9497
2025-08-19,43.78,43.86,42.9,43.56,2239610,97244099.6,-0.0459
2025-08-20,43.44,44.09,42.9,44.05,2112000,92095168.0,1.1249
2025-08-21,43.98,44.12,42.75,43.13,2730477,118391181.65,-2.0885
2025-08-22,43.1,43.63,42.82,43.14,2065095,89122731.31,0.0232
2025-08-25,43.32,43.51,42.56,43.31,2538089,109223097.13,0.3941
2025-08-26,43.02,44.27,42.8,43.35,3039319,132906525.02,0.0924
2025-08-27,43.36,43.77,41.55,41.6,2624100,112070455.0,-4.0369
2025-08-28,41.71,42.88,40.86,42.88,2872659,120885321.57,3.0769
2025-08-29,42.21,42.5,40.65,41.11,3381000,138519705.86,-4.1278
2025-09-01,40.98,41.67,40.4,40.63,1921003,78570338.7,-1.1676
2025-09-02,40.63,40.91,38.37,39.32,2589897,101678216.71,-3.2242
2025-09-03,39.32,39.54,38.05,38.12,1494890,57836991.7,-3.0519
2025-09-04,38.12,38.92,36.85,37.43,1841658,70045386.8,-1.8101
2025-09-05,37.56,38.19,37.32,38.13,1461058,55283309.14,1.8702
2025-09-08,38.18,38.69,37.89,38.57,1369300,52544926.0,1.1539
2025-09-09,38.79,38.79,37.33,37.58,1301700,49284383.42,-2.5668
2025-09-10,37.76,38.19,37.51,37.88,955669,36159673.03,0.7983
2025-09-11,38.0,40.15,37.6,40.13,3334200,131408801.0,5.9398
2025-09-12,39.99,40.4,39.41,39.46,1815500,72228247.0,-1.6696
2025-09-15,39.46,39.64,38.7,38.87,1163900,45301517.0,-1.4952
2025-09-16,38.89,39.58,38.5,39.38,1135000,44538609.0,1.3121
2025-09-17,39.38,39.96,39.06,39.17,1269200,49973533.0,-0.5333
2025-09-18,39.1,40.18,38.48,38.91,2046900,80531474.0,-0.6638
2025-09-19,38.85,39.4,38.25,38.42,1218800,47121770.0,-1.2593
2025-09-22,38.6,38.65,37.99,38.25,1024600,39273578.0,-0.4425
2025-09-23,38.38,39.1,36.86,38.03,1666500,62962132.0,-0.5752
2025-09-24,38.04,41.4,37.81,40.32,4951384,198404929.59,6.0216
2025-09-25,39.8,40.96,39.2,40.2,3725087,149299957.31,-0.2976
2025-09-26,39.9,40.88,39.35,39.35,2491387,99832554.37,-2.1144
2025-09-29,39.58,39.81,38.65,38.7,1800869,70249532.27,-1.6518
2025-09-30,38.64,39.47,38.48,38.81,1544300,60143431.0,0.2842
2025-10-09,39.07,40.14,39.07,39.92,2324790,92300333.85,2.8601
2025-10-10,39.7,39.7,38.72,39.0,1575700,61464304.0,-2.3046
2025-10-13,37.25,38.76,36.18,38.54,1366211,51710418.25,-1.1795
2025-10-14,38.67,39.0,36.76,37.0,1617313,60849484.3,-3.9958
2025-10-15,37.23,37.62,36.71,37.49,1032200,38459369.0,1.3243
2025-10-16,37.22,37.52,36.65,36.83,963205,35615170.6,-1.7605
2025-10-17,36.69,37.08,35.5,35.51,1141700,41163898.0,-3.584
2025-10-20,36.18,36.58,36.03,36.37,861199,31274565.99,2.4219
2025-10-21,36.41,37.28,36.27,37.08,890700,32877777.0,1.9522
2025-10-22,37.0,37.77,36.72,37.3,803000,29993314.0,0.5933
2025-10-23,37.5,37.7,36.74,37.7,764900,28475549.0,1.0724
2025-10-24,37.88,38.8,37.46,38.76,1413000,54196110.0,2.8117
2025-10-27,38.88,39.15,38.46,39.0,1536592,59734415.8,0.6192
2025-10-28,39.0,39.22,38.5,39.19,1233900,48106807.0,0.4872
2025-10-29,39.4,40.3,38.9,39.4,2261600,89325376.0,0.5359
2025-10-30,39.1,39.42,38.3,38.35,1512731,58568085.53,-2.665
2025-10-31,38.2,39.0,38.05,38.78,1338800,51626122.6,1.1213
