date,open,close,high,low,volume,turnover,amplitude,change_pct,change_amount,turnover_rate
2025-10-15,18.82,18.8,18.9,18.66,63052800,1183698448.0,1.29,0.91,0.17,0.14
2025-10-16,18.7,18.96,19.07,18.7,78016720,1477820176.0,1.97,0.85,0.16,0.18
2025-10-17,18.84,18.61,18.96,18.59,99747247,1866617456.0,1.95,-1.85,-0.35,0.22
2025-10-20,18.8,19.04,19.04,18.68,132156396,2501506336.0,1.93,2.31,0.43,0.3
2025-10-21,19.05,19.32,19.47,19.05,99407577,1925335136.0,2.21,1.47,0.28,0.22
2025-10-22,19.39,19.5,19.53,19.18,157545911,3062356432.0,1.81,0.93,0.18,0.35
2025-10-23,19.8,19.92,20.16,19.77,171232155,3418697344.0,2.0,2.15,0.42,0.38
2025-10-24,20.1,20.02,20.16,19.74,91599061,1828968896.0,2.11,0.5,0.1,0.21
2025-10-27,20.02,20.06,20.24,19.89,100171568,2014272784.0,1.75,0.2,0.04,0.22
2025-10-28,20.1,19.95,20.2,19.9,71260225,1427660016.0,1.5,-0.55,-0.11,0.16
2025-10-30,20.0,20.02,20.2,19.96,118660843,2383550352.0,1.2,0.35,0.07,0.27
2025-10-31,20.0,19.77,20.14,19.74,85230537,1695902016.0,2.0,-1.25,-0.25,0.19
2025-11-03,19.98,20.46,20.66,19.98,176823885,3624393008.0,3.44,3.49,0.69,0.4
2025-11-04,20.48,20.4,20.86,20.38,127851220,2637680912.0,2.35,-0.29,-0.06,0.29
2025-11-05,20.22,20.34,20.46,20.12,74097866,1504846528.0,1.67,-0.29,-0.06,0.17
2025-11-06,20.34,20.88,20.9,20.3,81539655,1686744320.0,2.95,2.65,0.54,0.18
2025-11-07,20.8,21.18,21.26,20.8,102323152,2162816688.0,2.2,1.44,0.3,0.23
2025-11-10,21.28,22.44,22.48,21.28,185602960,4074586704.0,5.67,5.95,1.26,0.42
2025-11-11,22.46,22.38,22.5,21.98,85585363,1906885936.0,2.32,-0.27,-0.06,0.19
2025-11-12,22.66,22.94,23.3,22.62,135487712,3112922752.0,3.04,2.5,0.56,0.3
2025-11-13,22.4,22.48,22.64,22.16,91265992,2044433696.0,2.09,-2.01,-0.46,0.2
2025-11-14,22.42,22.4,22.84,22.36,54241020,1224203936.0,2.14,-0.36,-0.08,0.12
2025-11-17,22.3,22.5,22.84,22.2,57034049,1287266528.0,2.86,0.45,0.1,0.13
2025-11-18,22.44,21.8,22.44,21.54,113152164,2474577328.0,4.0,-3.11,-0.7,0.25
2025-11-19,21.8,22.06,22.48,21.8,56569163,1254124848.0,3.12,1.19,0.26,0.13
2025-11-20,21.92,21.96,22.16,21.84,34452171,758114704.0,1.45,-0.45,-0.1,0.08
2025-11-21,21.8,21.54,21.86,21.44,77247371,1669976928.0,1.91,-1.91,-0.42,0.17
2025-11-24,21.64,21.22,21.82,20.84,112299190,2373108320.0,4.55,-1.49,-0.32,0.25
2025-11-25,21.38,21.24,21.46,21.1,69971678,1491691168.0,1.7,0.09,0.02,0.16
2025-11-26,21.3,21.06,21.5,21.02,50436893,1070576832.0,2.26,-0.85,-0.18,0.11
2025-11-27,21.1,21.34,21.52,21.0,45461194,970210976.0,2.47,1.33,0.28,0.1
2025-11-28,21.5,21.18,21.5,21.14,28275797,600405248.0,1.69,-0.75,-0.16,0.06
2025-12-01,21.16,21.44,21.58,21.16,64238964,1375631248.0,1.98,1.23,0.26,0.14
2025-12-02,21.48,21.84,22.12,21.4,59144467,1295101952.0,3.36,1.87,0.4,0.13
2025-12-03,21.86,21.7,21.94,21.68,29214615,636527728.0,1.19,-0.64,-0.14,0.07
2025-12-04,21.8,21.9,22.08,21.7,36696875,802725312.0,1.75,0.92,0.2,0.08
2025-12-05,21.86,22.08,22.12,21.8,44802686,986201472.0,1.46,0.82,0.18,0.1
2025-12-08,22.14,21.58,22.24,21.58,51238897,1113722720.0,2.99,-2.26,-0.5,0.12
2025-12-09,21.52,21.06,21.56,21.0,74162041,1567688032.0,2.59,-2.41,-0.52,0.17
2025-12-10,21.06,21.02,21.14,20.96,72788526,1529534624.0,0.85,-0.19,-0.04,0.16
2025-12-11,21.1,20.9,21.4,20.88,56702896,1194857472.0,2.47,-0.57,-0.12,0.13
2025-12-12,21.0,20.88,21.02,20.8,62146771,1298405440.0,1.05,-0.1,-0.02,0.14
2025-12-15,20.86,20.68,21.0,20.56,68991743,1432394544.0,2.11,-0.96,-0.2,0.15
2025-12-16,20.64,20.2,20.72,20.1,86139772,1747488256.0,3.0,-2.32,-0.48,0.19
2025-12-17,19.95,20.16,20.18,19.92,94180175,1888318832.0,1.29,-0.2,-0.04,0.21
2025-12-18,20.22,20.36,20.48,20.02,68163406,1382570064.0,2.28,0.99,0.2,0.15
2025-12-19,20.48,20.38,20.5,20.2,45906018,934158400.0,1.47,0.1,0.02,0.1
2025-12-22,20.52,20.8,20.86,20.28,84016400,1729388576.0,2.85,2.06,0.42,0.19
2025-12-23,21.0,20.56,21.0,20.52,60932145,1265455504.0,2.31,-1.15,-0.24,0.14
2025-12-24,20.7,20.6,20.8,20.54,24740407,511534384.0,1.26,0.19,0.04,0.06
2025-12-29,20.54,20.64,21.06,20.46,73903225,1537137952.0,2.91,0.19,0.04,0.17
2025-12-30,20.72,21.46,21.7,20.72,113278941,2425171232.0,4.75,3.97,0.82,0.25
2025-12-31,21.46,21.3,21.68,21.22,36812274,788997824.0,2.14,-0.75,-0.16,0.08
2026-01-02,21.3,21.86,21.86,21.3,25115214,546484496.0,2.63,2.63,0.56,0.06
2026-01-05,21.28,21.14,21.32,20.82,195564660,4116261168.0,2.29,-3.29,-0.72,0.44
2026-01-06,21.3,21.3,21.64,21.1,84628348,1810032784.0,2.55,0.76,0.16,0.19
2026-01-07,21.1,20.66,21.14,20.62,115386041,2396033008.0,2.44,-3.0,-0.64,0.26
2026-01-08,20.6,20.68,20.78,20.54,51386447,1062697296.0,1.16,0.1,0.02,0.12
2026-01-09,21.06,20.94,21.24,20.86,75558950,1587802464.0,1.84,1.26,0.26,0.17
2026-01-12,21.24,20.94,21.28,20.84,62847741,1317769296.0,2.1,0.0,0.0,0.14
2026-01-13,21.04,21.46,21.56,21.02,63673906,1362561504.0,2.58,2.48,0.52,0.14
