date,open,high,low,close,volume,amount,change_pct
2025-07-08,10.2,10.35,10.17,10.35,5256780,54183163.2,1.272
2025-07-09,10.31,10.57,10.31,10.46,12170011,127494008.0,1.0628
2025-07-10,10.46,10.95,10.46,10.68,26604499,285058010.38,2.1033
2025-07-11,10.6,10.64,10.37,10.6,17550900,184359136.2,-0.7491
2025-07-14,10.56,10.56,10.34,10.42,8837452,92045031.51,-1.6981
2025-07-15,10.42,10.44,10.15,10.41,9802370,100910581.7,-0.096
2025-07-16,10.44,11.02,10.38,10.63,22073172,235174198.77,2.1134
2025-07-17,10.62,10.92,10.4,10.91,24361121,260715412.93,2.6341
2025-07-18,11.22,13.09,11.11,12.41,110411037,1391908082.25,13.7489
2025-07-21,11.43,11.98,11.42,11.77,89776676,1054397590.51,-5.1571
2025-07-22,11.74,11.77,11.4,11.64,49753789,575259570.09,-1.1045
2025-07-23,11.51,11.6,11.28,11.29,33571190,382739815.29,-3.0069
2025-07-24,11.33,11.46,11.25,11.46,24985449,284394425.51,1.5058
2025-07-25,11.81,12.36,11.51,11.55,60790680,723230037.01,0.7853
2025-07-28,11.58,11.71,11.23,11.42,37018216,421150967.23,-1.1255
2025-07-29,11.4,11.42,11.12,11.33,26527811,299155033.23,-0.7881
2025-07-30,11.31,11.55,11.16,11.25,28336669,321818210.22,-0.7061
2025-07-31,11.51,11.75,11.24,11.37,39611585,454079253.95,1.0667
2025-08-01,11.39,12.05,11.26,11.88,54764500,640608373.57,4.4855
2025-08-04,11.71,11.82,11.49,11.82,29995435,349661625.35,-0.5051
2025-08-05,11.72,11.81,11.51,11.63,28665418,333333996.37,-1.6074
2025-08-06,11.6,11.72,11.47,11.64,21228732,246437940.28,0.086
2025-08-07,11.7,12.04,11.65,11.96,42032631,499152802.52,2.7491
2025-08-08,11.75,11.82,11.41,11.49,30116540,346682877.94,-3.9298
2025-08-11,11.65,11.99,11.49,11.88,30313592,355483987.83,3.3943
2025-08-12,11.81,11.88,11.66,11.85,22046315,259558392.1,-0.2525
2025-08-13,11.85,11.87,11.64,11.7,22725700,266282678.0,-1.2658
2025-08-14,11.3,11.3,10.8,10.84,38091776,419747100.88,-7.3504
2025-08-15,10.81,10.93,10.77,10.86,17090385,185508150.08,0.1845
2025-08-18,10.91,11.25,10.9,11.18,25828984,288314493.7,2.9466
2025-08-19,11.16,11.34,11.03,11.24,17263006,193128989.31,0.5367
2025-08-20,11.18,11.22,11.01,11.18,11916620,132471882.88,-0.5338
2025-08-21,11.15,11.28,11.08,11.14,13314370,148843755.4,-0.3578
2025-08-22,11.16,11.31,11.15,11.3,16927259,190204703.21,1.4363
2025-08-25,11.31,11.42,11.23,11.35,18292346,207122776.8,0.4425
2025-08-26,11.21,11.39,11.14,11.23,16792457,189137582.25,-1.0573
2025-08-27,11.71,11.85,11.03,11.05,35829240,410987574.76,-1.6028
2025-08-28,10.92,11.14,10.43,10.8,27260301,294210383.61,-2.2624
2025-08-29,10.74,10.79,10.51,10.52,12357191,131000255.42,-2.5926
2025-09-01,10.55,10.65,10.51,10.58,10174765,107613994.84,0.5703
2025-09-02,10.53,10.58,10.13,10.37,15286472,157671684.09,-1.9849
2025-09-03,10.37,10.43,10.01,10.04,9171000,93731854.0,-3.1823
2025-09-04,10.1,10.24,9.92,10.07,10353000,104666600.68,0.2988
2025-09-05,10.1,10.23,9.97,10.22,7728508,78334199.91,1.4896
2025-09-08,10.24,10.42,10.17,10.36,8066346,82971760.39,1.3699
2025-09-09,10.36,10.37,10.12,10.17,6300343,64387260.55,-1.834
2025-09-10,10.16,10.35,10.12,10.26,5549832,56909284.53,0.885
2025-09-11,10.2,10.34,10.06,10.34,7458563,76127285.34,0.7797
2025-09-12,10.29,10.37,10.23,10.24,6301700,64950433.0,-0.9671
2025-09-15,10.23,10.3,10.15,10.21,5216065,53258263.35,-0.293
2025-09-16,10.19,10.32,10.15,10.32,5856864,59954834.2,1.0774
2025-09-17,10.34,10.34,10.22,10.25,5849200,59970563.0,-0.6783
2025-09-18,10.23,10.24,10.0,10.02,9586828,97017590.54,-2.2439
2025-09-19,10.06,10.11,9.94,10.09,6138384,61537031.82,0.6986
2025-09-22,10.01,10.06,9.87,9.95,6573266,65336140.98,-1.3875
2025-09-23,9.9,9.92,9.56,9.8,7799808,75638731.16,-1.5075
2025-09-24,9.7,10.02,9.7,10.02,5330580,52885148.4,2.2449
2025-09-25,9.96,10.17,9.91,10.04,7307633,73472587.37,0.1996
2025-09-26,9.95,9.97,9.79,9.87,6112500,60415511.0,-1.6932
2025-09-29,9.83,9.94,9.74,9.9,4280076,42230578.56,0.304
2025-09-30,9.95,10.13,9.9,10.09,6936375,69535626.28,1.9192
2025-10-09,10.08,10.08,9.84,9.91,6462500,64085586.0,-1.7839
2025-10-10,9.86,10.0,9.83,9.91,4374854,43325643.9,0.0
2025-10-13,9.65,9.76,9.32,9.72,5264026,50627253.64,-1.9173
2025-10-14,9.76,9.85,9.69,9.73,4357700,42578832.0,0.1029
2025-10-15,9.75,9.83,9.68,9.78,3275400,31966349.0,0.5139
2025-10-16,9.79,9.8,9.69,9.7,3630665,35334013.25,-0.818
2025-10-17,9.65,9.73,9.49,9.5,4329673,41497061.39,-2.0619
2025-10-20,9.51,9.66,9.51,9.63,2794508,26854390.84,1.3684
2025-10-21,9.67,9.79,9.6,9.79,3237045,31441013.85,1.6615
2025-10-22,9.75,9.99,9.7,9.86,5477688,54112954.68,0.715
2025-10-23,9.83,10.12,9.79,10.05,8611640,86124888.25,1.927
2025-10-24,9.98,10.04,9.91,9.94,4936493,49059826.21,-1.0945
2025-10-27,10.0,10.03,9.89,9.95,4631000,46061134.0,0.1006
2025-10-28,9.93,10.17,9.91,10.04,7629520,76924935.6,0.9045
2025-10-29,10.01,10.18,9.93,10.08,6923493,69604477.51,0.3984
2025-10-30,10.02,10.09,9.91,9.92,6240963,62324983.11,-1.5873
2025-10-31,9.92,10.36,9.91,10.33,15977079,163528283.02,4.1331
2025-11-03,10.35,10.43,10.28,10.37,11872506,122819340.37,0.3872
2025-11-04,10.33,10.5,10.24,10.5,14761458,153723171.68,1.2536
2025-11-05,10.33,10.56,10.3,10.42,10578358,110406628.2,-0.7619
2025-11-06,10.46,10.46,10.21,10.31,8406896,86528287.84,-1.0557
2025-11-07,10.31,10.36,10.17,10.17,6552780,67103155.4,-1.3579
2025-11-10,10.2,10.35,10.18,10.26,6950470,71443236.2,0.885
2025-11-11,10.23,10.27,10.13,10.21,5023500,51153196.0,-0.4873
2025-11-12,10.22,10.27,10.08,10.14,4899480,49709110.8,-0.6856
2025-11-13,10.1,10.18,10.0,10.18,5285515,53389466.51,0.3945
2025-11-14,10.11,10.23,10.08,10.11,4727107,48105249.19,-0.6876
2025-11-17,10.11,10.35,10.1,10.34,7997558,82075911.34,2.275
2025-11-18,10.31,10.74,10.22,10.68,24663714,260504887.78,3.2882
2025-11-19,10.61,10.61,10.3,10.41,15954033,166062498.55,-2.5281
2025-11-20,10.46,11.26,10.3,10.8,32460887,351045103.31,3.7464
2025-11-21,10.65,11.36,10.63,10.99,47607595,525433758.46,1.7593
2025-11-24,10.99,11.46,10.71,11.39,44833840,500286046.69,3.6397
2025-11-25,11.23,12.23,11.2,11.51,65623482,772200034.91,1.0536
2025-11-26,11.25,11.69,11.12,11.25,44372567,502103948.5,-2.2589
2025-11-27,11.0,11.11,10.85,10.94,26657146,292928028.32,-2.7556
2025-11-28,10.92,11.19,10.71,10.79,28630200,311137848.31,-1.3711
2025-12-01,10.78,10.88,10.63,10.79,22839218,245660985.0,0.0
2025-12-02,10.73,10.78,10.47,10.63,18765596,199005402.77,-1.4829
2025-12-03,10.61,10.64,10.04,10.11,23672894,242303610.66,-4.8918
2025-12-04,10.12,10.12,9.76,9.77,14421500,142079943.0,-3.363
2025-12-05,9.82,9.9,9.62,9.85,9746100,95248745.0,0.8188
2025-12-08,9.88,10.03,9.88,9.94,10048000,99947226.0,0.9137
2025-12-09,9.93,10.35,9.9,9.99,14570000,146279531.0,0.503
2025-12-10,9.96,9.96,9.63,9.77,14126700,138493919.0,-2.2022
2025-12-11,9.78,9.81,9.5,9.51,12491900,119968689.0,-2.6612
2025-12-12,9.53,9.56,9.37,9.38,9020442,85413487.9,-1.367
2025-12-15,9.35,9.45,9.21,9.36,6526100,61044114.2,-0.2132
2025-12-16,9.3,9.37,9.13,9.18,7854700,72539241.0,-1.9231
2025-12-17,9.14,9.29,8.95,9.24,10742881,97702609.06,0.6536
2025-12-18,9.16,9.42,9.11,9.26,9782929,91103750.01,0.2165
2025-12-19,9.32,9.7,9.23,9.52,13783610,130777220.7,2.8078
