date,open,high,low,close,volume,amount,change_pct
2025-07-08,20.02,20.27,19.95,20.21,3174937,63887770.91,0.8483
2025-07-09,20.22,20.67,20.1,20.4,3226525,65913621.56,0.9401
2025-07-10,20.45,20.52,20.12,20.42,2425342,49342532.06,0.098
2025-07-11,20.42,20.42,20.1,20.15,2862375,57974314.44,-1.3222
2025-07-14,20.2,21.08,20.15,20.89,4436790,91666514.97,3.6725
2025-07-15,20.69,21.76,20.2,21.06,6971018,147128203.88,0.8138
2025-07-16,21.06,21.21,20.7,21.2,3846806,80600159.36,0.6648
2025-07-17,21.2,21.28,20.92,21.12,2803804,59141491.93,-0.3774
2025-07-18,21.2,21.45,20.85,20.91,2605344,54708250.28,-0.9943
2025-07-21,20.96,22.65,20.79,21.86,8647750,187644945.01,4.5433
2025-07-22,21.72,21.91,21.29,21.55,4694143,101001954.19,-1.4181
2025-07-23,21.5,22.45,21.24,22.03,6149249,135116262.14,2.2274
2025-07-24,22.68,23.28,21.65,22.5,12434384,279021651.48,2.1335
2025-07-25,22.3,22.8,21.91,22.08,7996827,177945408.91,-1.8667
2025-07-28,22.33,22.8,21.86,22.0,5282906,117027737.74,-0.3623
2025-07-29,21.96,22.1,21.6,21.92,3965010,86729668.38,-0.3636
2025-07-30,22.09,22.42,21.82,22.09,4887305,108369693.19,0.7755
2025-07-31,22.03,22.41,21.91,22.09,5094189,113108696.28,0.0
2025-08-01,22.27,22.6,22.04,22.23,3898041,87044577.81,0.6338
2025-08-04,22.13,22.28,21.55,22.21,4863067,106303117.87,-0.09
2025-08-05,22.15,23.23,22.15,22.86,6225598,141505641.35,2.9266
2025-08-06,22.72,23.12,22.22,22.31,4132049,93095144.98,-2.4059
2025-08-07,22.37,22.54,21.81,21.89,4035694,89117586.9,-1.8826
2025-08-08,21.95,22.33,21.7,21.7,4080255,89481214.97,-0.868
2025-08-11,21.76,21.94,21.6,21.92,3461827,75265780.09,1.0138
2025-08-12,21.94,22.06,21.6,21.67,3337034,72589626.58,-1.1405
2025-08-13,21.69,21.84,21.33,21.42,4278130,91961126.81,-1.1537
2025-08-14,21.5,21.52,20.94,20.99,3705055,78572818.99,-2.0075
