date,open,high,low,close,volume,amount,change_pct
2025-09-23,90.02,92.0,78.8,79.5,28296371,2411534840.0,71.484
2025-09-24,75.97,76.69,70.95,71.25,19896403,1450113286.87,-10.3774
2025-09-25,70.0,71.29,67.44,68.15,15865352,1093280143.32,-4.3509
2025-09-26,68.21,70.66,66.69,66.82,12532002,859050654.81,-1.9516
2025-09-29,68.0,68.26,65.5,66.31,10393748,697220009.88,-0.7632
2025-09-30,66.9,67.21,64.2,64.21,10550087,690626317.72,-3.1669
2025-10-09,64.65,65.49,63.55,64.99,7170903,462806941.17,1.2148
2025-10-10,64.0,65.27,63.72,63.89,6129789,394333598.6,-1.6926
2025-10-13,61.02,62.3,60.98,62.09,5435130,335181151.23,-2.8173
2025-10-14,62.01,62.97,61.08,61.33,4607879,285198454.17,-1.224
2025-10-15,61.38,61.6,60.76,61.52,3901465,238958061.35,0.3098
2025-10-16,61.48,61.73,60.87,60.9,3236071,198108314.18,-1.0078
2025-10-17,60.8,61.15,59.85,59.87,4075009,246644297.85,-1.6913
2025-10-20,60.05,60.38,59.54,59.75,3089674,185168325.5,-0.2004
2025-10-21,59.88,60.38,59.5,60.33,2916181,175114665.38,0.9707
2025-10-22,60.0,62.15,59.92,61.47,5350767,329397417.24,1.8896
2025-10-23,61.24,63.64,60.81,63.15,7160175,447081235.58,2.733
2025-10-24,62.92,62.92,61.53,61.66,6073113,377007110.56,-2.3595
2025-10-27,61.58,61.75,60.8,60.96,3790275,231450224.53,-1.1353
2025-10-28,60.8,61.31,60.6,61.12,2790837,170083900.15,0.2625
2025-10-29,60.88,61.39,60.72,61.23,2559402,156223116.04,0.18
2025-10-30,61.0,62.4,60.88,61.21,4048010,249469903.04,-0.0327
2025-10-31,61.16,61.16,60.72,60.89,2645919,161015304.76,-0.5228
2025-11-03,60.86,60.87,60.39,60.64,2093110,126795747.41,-0.4106
2025-11-04,60.4,60.78,60.11,60.2,2076464,125323249.96,-0.7256
2025-11-05,60.09,60.38,59.85,60.3,1748976,105265980.42,0.1661
2025-11-06,60.15,61.08,60.12,60.79,2504147,151857761.41,0.8126
2025-11-07,60.55,60.55,60.01,60.06,2360564,142130293.05,-1.2009
2025-11-10,60.08,60.23,59.67,60.13,1981523,118759405.02,0.1166
2025-11-11,60.13,60.43,59.94,60.02,1736175,104395924.42,-0.1829
2025-11-12,60.18,60.18,59.59,59.61,1877096,112313027.27,-0.6831
2025-11-13,59.51,59.65,59.11,59.55,1965461,116736553.0,-0.1007
2025-11-14,59.46,59.75,59.31,59.41,1310154,78056395.05,-0.2351
2025-11-17,59.42,59.43,58.11,58.29,2422186,141435975.52,-1.8852
2025-11-18,58.29,58.29,57.6,57.66,1901049,109969002.04,-1.0808
2025-11-19,57.63,57.8,57.41,57.52,1271495,73208348.37,-0.2428
2025-11-20,57.62,57.66,56.74,56.74,1751764,99886922.33,-1.3561
2025-11-21,56.4,56.4,54.7,54.75,2713397,150295587.72,-3.5072
2025-11-24,54.8,55.28,54.5,54.83,1444367,79199075.63,0.1461
2025-11-25,54.97,55.62,54.82,55.27,1485734,82056383.32,0.8025
2025-11-26,55.28,55.54,54.79,54.8,1330923,73388999.38,-0.8504
2025-11-27,54.53,55.5,54.53,54.9,1335909,73598914.36,0.1825
2025-11-28,54.76,55.0,54.09,54.96,1777976,96701334.7,0.1093
2025-12-01,54.97,56.11,54.5,55.91,2164967,120292358.22,1.7285
2025-12-02,55.8,56.46,55.51,56.13,1660085,93131293.34,0.3935
2025-12-03,56.07,56.18,55.57,55.86,1355143,75680356.37,-0.481
2025-12-04,55.86,56.95,55.57,56.37,1894211,106592638.8,0.913
2025-12-05,56.2,56.22,55.57,56.02,1180719,66028398.63,-0.6209
2025-12-08,56.0,56.1,55.76,55.99,1237672,69190129.1,-0.0536
2025-12-09,55.9,55.99,55.0,55.15,1112887,61817798.84,-1.5003
2025-12-10,55.05,56.41,54.96,56.2,2098023,117021279.78,1.9039
2025-12-11,56.1,57.35,55.91,57.13,3041325,172560801.45,1.6548
2025-12-12,57.15,57.16,56.36,56.71,1881052,106611198.12,-0.7352
2025-12-15,56.64,56.64,55.74,56.0,1309468,73512765.2,-1.252
2025-12-16,56.1,56.13,55.15,55.36,956605,53096939.02,-1.1429
2025-12-17,55.36,55.58,55.02,55.47,893458,49414708.58,0.1987
2025-12-18,55.2,55.88,55.2,55.28,932411,51848868.08,-0.3425
2025-12-19,55.38,56.5,55.33,56.5,1732458,97345845.02,2.2069
2025-12-22,56.56,56.9,56.33,56.62,1431278,81103038.88,0.2124
2025-12-23,56.51,56.61,55.99,56.0,1144664,64332063.52,-1.095
2025-12-24,56.01,56.53,55.95,56.41,1127125,63504273.2,0.7321
2025-12-25,56.46,56.47,55.88,56.22,1358853,76192191.71,-0.3368
2025-12-26,56.19,56.41,55.61,55.63,1522821,85203104.8,-1.0494
2025-12-29,55.59,56.3,55.31,55.95,1327243,74163534.57,0.5752
2025-12-30,55.8,58.5,55.15,57.76,3649535,207313506.66,3.235
2025-12-31,57.5,63.5,57.01,60.5,9267727,561109461.0,4.7438
