date,open,high,low,close,volume,amount,change_pct
2025-07-08,3.61883704,3.93697656,3.61883704,3.76796494,90044131.0,343343614.59,5.2778
2025-07-09,3.68843006,3.7281975,3.6287789,3.63872076,58053937.0,214483944.81,-3.4301
2025-07-10,3.63872076,3.7281975,3.58901146,3.65860448,40847000.0,149988399.0,0.5464
2025-07-11,3.66854634,3.69837192,3.59895332,3.59895332,34612848.0,126419987.72,-1.6304
2025-07-14,3.50947658,3.56912774,3.479651,3.55918588,33886000.0,120544632.0,-1.105
2025-07-15,3.54924402,3.54924402,3.4299417,3.45976728,30878200.0,107751892.0,-2.7933
2025-07-16,3.46970914,3.54924402,3.45976728,3.51941844,23644200.0,83644349.0,1.7241
2025-07-17,3.49953472,3.53930216,3.48959286,3.5293603,16799300.0,59440869.0,0.2825
2025-07-18,3.53930216,3.54924402,3.49953472,3.51941844,13375700.0,47364927.0,-0.2817
2025-07-21,3.51941844,3.58901146,3.50947658,3.5790696,21292500.0,76382095.0,1.6949
2025-07-22,3.5790696,3.58901146,3.5293603,3.58901146,19793794.0,70931933.34,0.2778
2025-07-23,3.5790696,3.59895332,3.54924402,3.56912774,16620000.0,59745038.0,-0.554
2025-07-24,3.5790696,3.58901146,3.55918588,3.58901146,14891500.0,53614871.0,0.5571
2025-07-25,3.58901146,3.59895332,3.56912774,3.58901146,13224400.0,47674425.0,0.0
2025-07-28,3.5790696,3.58901146,3.54924402,3.5790696,12273099.0,44059697.42,-0.277
2025-07-29,3.56912774,3.5790696,3.49953472,3.53930216,14090059.0,50033150.86,-1.1111
2025-07-30,3.5293603,3.56912774,3.51941844,3.55918588,12345200.0,44040472.0,0.5618
2025-07-31,3.53930216,3.54924402,3.479651,3.48959286,13491400.0,47656063.0,-1.9553
2025-08-01,3.49953472,3.5293603,3.48959286,3.5293603,8788400.0,31076619.0,1.1396
2025-08-04,3.51941844,3.54924402,3.48959286,3.53930216,10405900.0,36902190.0,0.2817
2025-08-05,3.53930216,3.60889518,3.5293603,3.59895332,15968000.0,57485138.0,1.6854
2025-08-06,3.61883704,3.61883704,3.56912774,3.5790696,12357700.0,44523741.0,-0.5525
2025-08-07,3.5790696,3.59895332,3.55918588,3.5790696,10511905.0,37802061.0,0.0
2025-08-08,3.61883704,3.65860448,3.5790696,3.63872076,24742400.0,90135087.0,1.6667
2025-08-11,3.65860448,3.6784882,3.61883704,3.66854634,18402900.0,67684461.0,0.8197
2025-08-12,3.66854634,3.6784882,3.61883704,3.63872076,13143304.0,48159527.68,-0.813
2025-08-13,3.64866262,3.65860448,3.59895332,3.6287789,15611200.0,56907502.0,-0.2732
2025-08-14,3.61883704,3.63872076,3.56912774,3.56912774,15380200.0,55789277.0,-1.6438
2025-08-15,3.56912774,3.61883704,3.55918588,3.60889518,11910400.0,43111343.0,1.1142
2025-08-18,3.60889518,3.63872076,3.5790696,3.60889518,15842000.0,57554218.0,0.0
2025-08-19,3.60889518,3.64866262,3.58901146,3.63872076,14533700.0,52967034.0,0.8264
2025-08-20,3.6287789,3.65860448,3.60889518,3.65860448,15870100.0,58036531.0,0.5464
2025-08-21,3.65860448,3.66854634,3.6287789,3.64866262,15637100.0,57454624.0,-0.2717
2025-08-22,3.63872076,3.64866262,3.58901146,3.6287789,16384300.0,59531391.0,-0.545
2025-08-25,3.63872076,3.65860448,3.61883704,3.63872076,15251205.0,55741824.25,0.274
2025-08-26,3.6287789,3.69837192,3.59895332,3.66854634,20799800.0,76641260.0,0.8197
2025-08-27,3.6784882,3.6784882,3.53930216,3.54924402,21280600.0,77242415.0,-3.252
2025-08-28,3.5293603,3.5790696,3.3802324,3.479651,30400005.0,106437246.45,-1.9608
2025-08-29,3.46970914,3.50947658,3.45976728,3.479651,16726500.0,58565658.0,0.0
2025-09-01,3.48959286,3.5293603,3.45976728,3.48959286,14346305.0,50384335.5,0.2857
2025-09-02,3.48959286,3.49953472,3.4299417,3.49953472,17048205.0,59430348.5,0.2849
2025-09-03,3.49953472,3.50947658,3.40011612,3.41999984,12243866.0,42556684.02,-2.2727
2025-09-04,3.41005798,3.48959286,3.41005798,3.44982542,18157400.0,63083515.0,0.8721
2025-09-05,3.45976728,3.49953472,3.41005798,3.48959286,14128868.0,49215608.32,1.1527
2025-09-08,3.48959286,3.53930216,3.48959286,3.53930216,12524000.0,44276972.0,1.4245
2025-09-09,3.5293603,3.54924402,3.50947658,3.5293603,9754800.0,34618110.0,-0.2809
2025-09-10,3.54924402,3.56912774,3.51941844,3.55918588,11521200.0,41090233.0,0.8451
2025-09-11,3.56912774,3.58901146,3.49953472,3.58901146,13890800.0,49600114.0,0.838
2025-09-12,3.59895332,3.59895332,3.55918588,3.56912774,13766287.0,49576353.2,-0.554
2025-09-15,3.5790696,3.5790696,3.53930216,3.5790696,11297500.0,40485642.0,0.2786
2025-09-16,3.58901146,3.6287789,3.56912774,3.6287789,13579900.0,49202044.0,1.3889
2025-09-17,3.64866262,3.64866262,3.59895332,3.60889518,13852700.0,50404527.0,-0.5479
2025-09-18,3.61883704,3.61883704,3.48959286,3.53930216,17792500.0,63721285.0,-1.9284
2025-09-19,3.5293603,3.56912774,3.46970914,3.49953472,14748700.0,51906970.0,-1.1236
2025-09-22,3.49953472,3.50947658,3.41999984,3.44982542,11827900.0,40963330.0,-1.4205
2025-09-23,3.44982542,3.45976728,3.3305231,3.41999984,14747100.0,50138085.0,-0.8646
2025-09-24,3.41005798,3.45976728,3.36034868,3.45976728,9218600.0,31855189.0,1.1628
2025-09-25,3.45976728,3.479651,3.40011612,3.41999984,8038800.0,27818137.0,-1.1494
2025-09-26,3.41,3.51,3.4,3.49,14097211.0,48981754.39,2.0468
2025-09-29,3.49,3.54,3.42,3.53,11591300.0,40443562.0,1.1461
2025-09-30,3.53,3.54,3.48,3.48,8654700.0,30350604.0,-1.4164
2025-10-09,3.48,3.51,3.46,3.48,9465300.0,32978980.0,0.0
2025-10-10,3.48,3.57,3.46,3.57,17059600.0,60439066.0,2.5862
2025-10-13,3.48,3.58,3.44,3.58,12767800.0,45082452.0,0.2801
2025-10-14,3.58,3.63,3.58,3.6,17643000.0,63645027.0,0.5587
