date,open,high,low,close,volume,amount,change_pct
2025-07-08,26.48,27.23,26.29,27.0,2663700,71677356.0,2.1566
2025-07-09,26.97,27.18,26.7,26.77,1712400,45969453.0,-0.8519
2025-07-10,26.96,27.23,26.58,26.71,1487000,39879904.0,-0.2241
2025-07-11,26.8,26.83,26.12,26.35,1348700,35541783.0,-1.3478
2025-07-14,26.35,27.13,26.18,27.06,1642700,44133894.0,2.6945
2025-07-15,27.0,27.27,26.11,26.52,1520888,40349441.44,-1.9956
2025-07-16,26.68,26.81,26.34,26.44,743700,19725201.0,-0.3017
2025-07-17,26.44,26.78,26.27,26.72,981500,26149025.0,1.059
2025-07-18,26.72,26.96,26.53,26.79,965900,25829097.0,0.262
2025-07-21,26.95,27.27,26.74,27.26,1446900,39264911.0,1.7544
2025-07-22,27.29,27.39,27.01,27.12,1551000,42119377.0,-0.5136
2025-07-23,27.03,27.2,26.37,26.45,1541500,41005135.0,-2.4705
2025-07-24,26.46,26.89,26.46,26.65,1252900,33494385.0,0.7561
2025-07-25,26.82,28.45,26.67,27.97,4126700,114188084.0,4.9531
2025-07-28,28.37,28.37,27.52,27.74,2151557,59849954.76,-0.8223
2025-07-29,27.75,27.78,27.04,27.42,1760500,47968167.0,-1.1536
2025-07-30,27.22,28.25,27.05,27.24,2472300,68376576.0,-0.6565
2025-07-31,27.18,27.92,27.0,27.52,2073400,57054515.0,1.0279
2025-08-01,27.53,27.97,27.31,27.75,1826200,50595822.0,0.8358
2025-08-04,27.51,28.0,27.27,28.0,1714500,47591635.0,0.9009
2025-08-05,28.01,28.3,27.82,28.2,1676894,47090514.06,0.7143
2025-08-06,28.19,29.0,28.1,28.84,3260200,93619007.0,2.2695
2025-08-07,28.84,28.9,28.31,28.49,2049000,58478148.0,-1.2136
2025-08-08,28.48,28.55,27.96,28.33,1324500,37362287.0,-0.5616
2025-08-11,28.29,28.93,28.18,28.74,1568900,44975194.0,1.4472
2025-08-12,28.72,28.9,28.23,28.46,1297600,36963679.0,-0.9743
2025-08-13,28.46,28.74,28.21,28.34,1466926,41669917.04,-0.4216
2025-08-14,28.33,28.49,27.73,27.74,1605057,44983386.84,-2.1171
2025-08-15,27.7,28.49,27.7,28.35,1499300,42401287.0,2.199
2025-08-18,28.35,28.66,27.98,28.04,2253900,63621984.0,-1.0935
2025-08-19,28.04,28.87,27.89,28.65,2239180,63747589.0,2.1755
2025-08-20,28.5,28.92,28.36,28.92,1723700,49469958.0,0.9424
2025-08-21,28.81,29.16,28.62,28.82,1414800,40801642.0,-0.3458
2025-08-22,28.73,28.8,28.43,28.66,1396700,39939569.0,-0.5552
2025-08-25,28.66,29.1,28.57,28.64,1663400,47929600.24,-0.0698
2025-08-26,28.64,28.92,28.15,28.69,1629700,46759133.0,0.1746
2025-08-27,28.62,28.65,26.92,26.92,3128300,86665146.0,-6.1694
2025-08-28,26.84,27.4,25.65,26.5,2191600,57988528.0,-1.5602
2025-08-29,26.5,26.69,26.07,26.27,1189000,31280481.0,-0.8679
2025-09-01,26.76,26.82,26.09,26.43,1264700,33598309.0,0.6091
2025-09-02,26.3,26.46,25.21,25.78,1819200,46635933.0,-2.4593
2025-09-03,25.8,25.96,25.12,25.24,1236762,31618503.84,-2.0946
2025-09-04,25.23,26.23,24.61,25.5,1511600,38717301.0,1.0301
2025-09-05,25.85,25.96,25.43,25.96,1275400,32891647.0,1.8039
2025-09-08,25.94,27.15,25.77,27.11,2306300,61433983.0,4.4299
2025-09-09,27.16,27.65,26.76,26.98,1559200,42319582.0,-0.4795
2025-09-10,27.32,28.0,26.78,27.41,2571158,70560111.74,1.5938
2025-09-11,27.0,27.16,26.48,27.08,1936500,52004018.84,-1.2039
2025-09-12,27.08,27.54,26.52,26.75,1431200,38354063.86,-1.2186
2025-09-15,26.81,27.99,23.65,27.56,2708857,73728649.24,3.028
2025-09-16,27.78,27.84,27.02,27.39,1650300,45072681.0,-0.6168
2025-09-17,27.64,27.64,27.08,27.14,1194050,32605033.5,-0.9127
