date,open,close,high,low,volume,turnover,amplitude,change_pct,change_amount,turnover_rate
2025-01-07,16.153,15.953,16.473,15.853,6381400,104696178.0,3.82,-1.6,-0.26,0.11
2025-01-08,15.953,15.853,16.013,15.753,6778561,110029491.0,1.63,-0.63,-0.1,0.11
2025-01-09,16.013,16.113,16.393,15.953,4615255,76301060.0,2.78,1.64,0.26,0.08
2025-01-10,16.613,15.873,16.613,15.793,5555581,90959646.0,5.09,-1.49,-0.24,0.09
2025-01-13,15.833,15.893,15.973,15.593,5148680,83450066.0,2.39,0.13,0.02,0.09
2025-01-14,15.993,16.273,16.533,15.953,4347739,72239282.0,3.65,2.39,0.38,0.07
2025-01-15,16.193,16.333,16.593,16.133,2405072,40103929.0,2.83,0.37,0.06,0.04
2025-01-16,16.453,16.353,16.713,16.273,3140950,52723156.0,2.69,0.12,0.02,0.05
2025-01-17,16.633,16.473,16.653,16.333,2933776,49507678.0,1.96,0.73,0.12,0.05
2025-01-20,16.333,16.613,16.913,16.333,4877793,83503542.0,3.52,0.85,0.14,0.08
2025-01-21,16.873,16.853,16.973,16.593,3944000,67760920.0,2.29,1.44,0.24,0.07
2025-01-22,16.813,17.033,17.033,16.693,3906285,67406116.0,2.02,1.07,0.18,0.07
2025-01-23,16.913,16.913,17.293,16.773,4524103,78389013.0,3.05,-0.7,-0.12,0.08
2025-01-24,17.433,17.053,17.433,16.893,5482172,96096753.0,3.19,0.83,0.14,0.09
2025-01-27,16.973,17.393,17.593,16.973,4195709,74724726.0,3.64,1.99,0.34,0.07
2025-01-28,17.013,17.513,17.713,16.853,2433748,43471463.0,4.94,0.69,0.12,0.04
2025-02-03,17.833,17.433,17.833,16.853,2814000,49541840.0,5.6,-0.46,-0.08,0.05
2025-02-04,17.713,18.133,18.213,17.713,3462541,63611393.0,2.87,4.02,0.7,0.06
2025-02-05,18.133,17.573,18.573,17.553,6078939,110929124.0,5.63,-3.09,-0.56,0.1
2025-02-06,17.633,17.593,17.733,17.433,5942313,106686742.0,1.71,0.11,0.02,0.1
2025-02-07,17.633,17.693,17.793,17.413,6162303,110952386.0,2.16,0.57,0.1,0.1
2025-02-10,17.953,18.353,18.433,17.873,3719218,69140948.0,3.17,3.73,0.66,0.06
2025-02-11,18.113,17.753,18.113,17.593,3859722,69940784.0,2.83,-3.27,-0.6,0.07
2025-02-12,17.913,16.933,17.913,16.733,8074044,141080900.0,6.65,-4.62,-0.82,0.14
2025-02-13,16.933,16.853,17.113,16.733,5929132,102726082.0,2.24,-0.47,-0.08,0.1
2025-02-14,16.873,17.153,17.433,16.773,8897193,154998944.0,3.92,1.78,0.3,0.15
2025-02-17,17.153,17.433,17.753,16.913,10233863,182370729.0,4.9,1.63,0.28,0.17
2025-02-18,17.393,17.633,17.813,16.933,8756918,156566566.0,5.05,1.15,0.2,0.15
2025-02-19,17.633,18.073,18.073,17.373,4344020,78954527.0,3.97,2.5,0.44,0.07
2025-02-20,18.113,17.953,18.393,17.793,4493385,82795774.0,3.32,-0.66,-0.12,0.08
2025-02-21,18.193,19.433,19.433,18.033,11726376,227578089.0,7.8,8.24,1.48,0.2
2025-02-24,19.193,18.633,19.393,18.573,9069350,174205074.0,4.22,-4.12,-0.8,0.15
2025-02-25,18.333,18.593,18.753,18.273,4670031,88380788.0,2.58,-0.21,-0.04,0.08
2025-02-26,18.633,18.953,19.153,18.433,9169460,175929029.0,3.87,1.94,0.36,0.15
2025-02-27,18.833,18.853,19.073,18.433,8972255,171401431.0,3.38,-0.53,-0.1,0.15
