date,open,high,low,close,volume,change_pct
2025-07-10,42.4745,42.5694,41.5304,42.1398,110423038,0.0
2025-07-11,41.6178,42.1847,41.3356,41.8201,107039626,-0.7586652048657161
2025-07-14,41.7751,42.4271,41.2357,42.2647,97404335,1.0631251479551684
2025-07-15,43.1738,43.2937,42.3596,42.3746,123375151,0.2600278719593563
2025-07-16,42.4895,42.6343,41.1807,42.4945,166516377,0.28295252344565647
2025-07-17,42.6443,43.6184,42.4595,43.4835,97423727,2.327360011295565
2025-07-18,43.7782,43.8282,43.0539,43.3336,98590243,-0.3447284602205447
2025-07-21,43.5335,44.4476,43.5185,43.993,87804007,1.5216829434895995
2025-07-22,44.023,44.038,42.6918,43.3087,108448662,-1.5554747346168685
2025-07-23,43.5484,43.8981,42.9091,43.8781,118137852,1.314747383320225
2025-07-24,44.1828,44.4376,43.7582,44.1679,90464511,0.6604661550978719
2025-07-25,44.1129,44.7473,43.9481,44.4176,79078569,0.5653427036377057
2025-07-28,44.7523,45.052,44.5475,44.8497,95683200,0.9728125787975994
2025-07-29,45.4516,45.7688,44.4476,44.6474,116362088,-0.4510621029795048
2025-07-30,44.8272,45.3967,44.0879,44.8022,145666494,0.3467167181067765
2025-07-31,46.3108,46.3308,43.7882,44.063,179045343,-1.6499189771930767
2025-08-01,42.5844,42.6193,40.891,41.4205,219990937,-5.997095068424763
2025-08-04,42.5694,43.7433,42.5394,43.6883,108689563,5.47506669402833
2025-08-05,43.983,44.2628,42.6693,42.7792,152233450,-2.0808774889386705
2025-08-06,42.974,44.4903,42.8641,44.3777,129118356,3.736629015970361
2025-08-07,45.4017,45.7913,43.8656,44.8272,169400640,1.0128961167433115
2025-08-08,45.077,46.096,45.0077,46.0361,104622412,2.6968001570474964
2025-08-11,46.071,46.5756,45.3143,45.6315,94707276,-0.8788754911906005
2025-08-12,46.1659,47.3998,45.5216,47.3149,120392734,3.6891182626036745
2025-08-13,47.9792,48.1141,47.0426,47.3848,96150171,0.14773358920763258
2025-08-14,46.8753,47.7483,46.7754,47.2549,106487266,-0.27413854231737034
2025-08-15,47.19,47.21,46.1656,46.5855,96259163,-1.4165726728868289
2025-08-18,46.3558,46.683,46.071,46.5256,73441367,-0.1285807815736839
2025-08-19,46.3408,46.3857,44.3696,44.6274,111224674,-4.079904396719214
2025-08-20,44.3727,44.4026,42.1498,43.8132,164561137,-1.8244396939996466
2025-08-21,43.4336,43.9331,42.6543,43.2038,120034372,-1.3909050240566767
2025-08-22,43.4685,45.6165,43.1438,45.1469,132853133,4.4975210513890085
2025-08-25,44.7673,45.4466,44.4726,44.7523,80529338,-0.8740356480733014
2025-08-26,44.6124,45.3417,44.3752,45.2718,84455110,1.1608341917622056
2025-08-27,45.027,45.6764,44.7273,45.4766,90141113,0.4523787435003701
2025-08-28,45.5965,46.5106,45.2119,46.3058,90744506,1.8233553080045484
2025-08-29,45.6639,45.7513,44.2028,44.6374,122003314,-3.6030043752618424
2025-09-02,42.5144,43.5784,42.0848,43.4985,166827109,-2.551447888989944
2025-09-03,44.3227,44.8947,43.7532,44.5125,120044242,2.3311148660298597
2025-09-04,44.6574,45.7886,44.2653,45.7164,101856785,2.70463352990733
2025-09-05,46.9252,47.0751,44.8008,45.8662,172790458,0.32767234515402865
2025-09-08,46.4107,47.0027,46.2758,46.5206,101793785,1.4267587024868078
2025-09-09,46.7054,47.0101,46.0778,46.9002,94711037,0.8159825969570322
