date,open,close,high,low,volume,turnover,amplitude,change_pct,change_amount,turnover_rate
2025-10-08,83.9,83.2,84.0,82.7,12555224,1044115392.0,1.55,-0.78,-0.65,0.06
2025-10-09,83.3,84.35,85.0,82.8,23162330,1949294448.0,2.64,1.38,1.15,0.11
2025-10-10,84.1,84.8,85.1,83.85,22301198,1893446448.0,1.48,0.53,0.45,0.11
2025-10-13,83.8,84.9,85.25,83.75,22068218,1867212464.0,1.77,0.12,0.1,0.11
2025-10-14,84.75,84.7,85.15,84.25,21713956,1837196192.0,1.06,-0.24,-0.2,0.1
2025-10-15,85.2,84.9,85.25,84.55,13534194,1148479120.0,0.83,0.24,0.2,0.07
2025-10-16,84.9,85.7,85.85,84.6,16506919,1411251200.0,1.47,0.94,0.8,0.08
2025-10-17,85.7,85.3,86.15,85.3,17802183,1525582240.0,0.99,-0.47,-0.4,0.09
2025-10-20,86.1,86.4,86.8,85.75,21326061,1841725024.0,1.23,1.29,1.1,0.1
2025-10-21,86.7,85.2,87.25,84.9,31454153,2698084816.0,2.72,-1.39,-1.2,0.15
2025-10-22,85.0,84.45,85.3,84.2,22876623,1936162048.0,1.29,-0.88,-0.75,0.11
2025-10-23,84.6,85.1,85.15,84.5,31381209,2664263664.0,0.77,0.77,0.65,0.15
2025-10-24,85.25,85.4,85.7,85.25,13169060,1125867296.0,0.53,0.35,0.3,0.06
2025-10-27,85.55,85.2,85.7,84.75,17959228,1528751664.0,1.11,-0.23,-0.2,0.09
2025-10-28,85.2,85.55,85.8,84.85,17465496,1491569952.0,1.12,0.41,0.35,0.08
2025-10-30,85.9,85.9,86.65,85.6,21734825,1872555616.0,1.23,0.41,0.35,0.1
2025-10-31,86.25,85.25,86.25,85.05,13303861,1137625792.0,1.4,-0.76,-0.65,0.06
2025-11-03,85.4,86.2,86.45,85.2,19203234,1651703184.0,1.47,1.11,0.95,0.09
2025-11-04,85.75,86.7,87.0,85.75,22122073,1917226608.0,1.45,0.58,0.5,0.11
2025-11-05,86.85,86.65,87.1,85.9,16865881,1457487536.0,1.38,-0.06,-0.05,0.08
2025-11-06,86.6,87.15,87.15,86.4,18766488,1632296464.0,0.87,0.58,0.5,0.09
2025-11-07,86.95,87.15,87.9,86.9,19033168,1665585856.0,1.15,0.0,0.0,0.09
2025-11-10,87.2,87.8,87.85,87.1,19276181,1688839488.0,0.86,0.75,0.65,0.09
2025-11-11,87.9,88.5,88.75,87.65,22304363,1969735072.0,1.25,0.8,0.7,0.11
2025-11-12,88.8,88.85,88.9,88.15,22984031,2036781344.0,0.85,0.4,0.35,0.11
2025-11-13,88.85,87.85,88.85,87.4,23474226,2061136096.0,1.63,-1.13,-1.0,0.11
2025-11-14,87.5,87.5,87.7,87.25,14294890,1249729280.0,0.51,-0.4,-0.35,0.07
2025-11-17,87.35,86.75,87.5,86.55,15518851,1346998880.0,1.09,-0.86,-0.75,0.07
2025-11-18,86.5,86.8,86.8,86.1,13656501,1180067056.0,0.81,0.06,0.05,0.07
2025-11-19,87.0,86.35,87.15,86.35,14578374,1260849568.0,0.92,-0.52,-0.45,0.07
2025-11-20,86.5,86.5,86.85,86.35,13929467,1205091232.0,0.58,0.17,0.15,0.07
2025-11-21,86.5,86.0,86.9,85.8,18020369,1555020208.0,1.27,-0.58,-0.5,0.09
2025-11-24,86.2,87.6,87.6,86.2,17025806,1483413232.0,1.63,1.86,1.6,0.08
2025-11-25,87.4,87.25,87.65,87.0,16145679,1409184320.0,0.74,-0.4,-0.35,0.08
2025-11-26,87.5,87.35,88.15,87.35,13153847,1153499552.0,0.92,0.11,0.1,0.06
2025-11-27,87.35,87.25,87.55,86.7,15433105,1342843776.0,0.97,-0.11,-0.1,0.07
2025-11-28,87.25,87.3,87.4,86.9,10578710,922508544.0,0.57,0.06,0.05,0.05
2025-12-01,87.25,87.75,87.85,87.1,10513559,920497248.0,0.86,0.52,0.45,0.05
