date,open,high,low,close,volume,amount,change_pct
2025-07-08,37.96,39.25,37.96,39.02,2475840,96149247.1,2.4416
2025-07-09,39.01,39.69,38.78,38.95,2307366,90633161.38,-0.1794
2025-07-10,38.98,39.77,38.83,39.61,1834600,72245294.0,1.6945
2025-07-11,39.55,39.94,39.32,39.73,1670726,66202660.98,0.303
2025-07-14,39.61,40.08,39.41,39.91,1653000,65828184.0,0.4531
2025-07-15,39.84,39.95,38.75,39.23,1853473,72745957.48,-1.7038
2025-07-16,39.28,39.69,39.0,39.67,1631200,64277942.0,1.1216
2025-07-17,39.54,39.95,39.27,39.92,2412099,95739821.5,0.6302
2025-07-18,39.92,39.95,39.41,39.9,1444500,57276876.0,-0.0501
2025-07-21,39.71,40.2,39.54,39.71,2396345,95341314.95,-0.4762
2025-07-22,39.66,40.1,39.43,39.98,2071875,82572540.75,0.6799
2025-07-23,39.99,41.8,39.89,40.82,4397651,180765837.06,2.1011
2025-07-24,40.64,42.9,40.51,42.87,5375700,224505380.79,5.022
2025-07-25,43.0,44.86,42.6,43.05,6533742,283341445.79,0.4199
2025-07-28,42.99,43.28,42.13,42.25,3587484,152928878.52,-1.8583
2025-07-29,42.45,42.93,41.5,42.85,3287684,139228076.51,1.4201
2025-07-30,42.55,43.37,41.72,42.39,3328399,142027931.6,-1.0735
2025-07-31,42.3,42.95,41.52,41.66,2751903,116039701.9,-1.7221
2025-08-01,41.5,42.2,41.31,41.5,2213693,92279932.5,-0.3841
2025-08-04,41.25,41.8,40.89,41.75,1925318,79543705.67,0.6024
2025-08-05,41.79,42.14,41.41,41.74,1640000,68456104.0,-0.024
2025-08-06,41.88,41.95,41.37,41.49,1715000,71267918.0,-0.5989
2025-08-07,41.71,42.6,41.45,41.52,2462275,103083581.78,0.0723
2025-08-08,41.55,42.44,40.94,41.85,2387300,99548431.0,0.7948
2025-08-11,41.78,43.65,41.66,43.16,3072896,131372064.04,3.1302
2025-08-12,43.17,43.73,42.61,42.75,2112600,90872925.0,-0.95
2025-08-13,43.21,43.41,42.37,43.03,2351600,101036527.0,0.655
2025-08-14,43.23,43.28,41.99,42.02,2665396,113300929.04,-2.3472
2025-08-15,42.13,44.48,42.13,43.6,3727570,161938790.8,3.7601
2025-08-18,43.6,43.89,43.28,43.5,2753500,120074450.0,-0.2294
2025-08-19,43.5,44.15,42.88,43.32,2389525,103985924.51,-0.4138
2025-08-20,43.32,43.75,42.86,43.68,2012796,87132257.1,0.831
2025-08-21,43.8,44.34,43.28,43.48,2166214,94704329.08,-0.4579
2025-08-22,43.61,43.8,43.26,43.8,2272471,98925005.25,0.736
2025-08-25,43.98,45.48,43.81,44.65,4368942,195586039.45,1.9406
2025-08-26,44.6,45.03,44.12,44.62,2470767,109994602.82,-0.0672
2025-08-27,44.48,45.19,42.92,42.96,3176933,140297948.16,-3.7203
2025-08-28,42.98,43.61,41.11,42.76,3210841,136209700.48,-0.4655
2025-08-29,41.53,41.9,40.06,40.78,4963960,202608830.55,-4.6305
2025-09-01,40.65,40.75,39.01,39.7,5573036,221223701.34,-2.6484
2025-09-02,39.6,39.71,38.31,38.61,3235684,125711920.18,-2.7456
2025-09-03,38.61,38.94,37.85,38.0,2626200,100906348.0,-1.5799
2025-09-04,37.92,38.73,37.65,38.21,2512727,96040263.96,0.5526
2025-09-05,38.19,38.6,37.8,38.6,2307727,88378054.34,1.0207
2025-09-08,38.61,39.5,38.46,38.94,2334051,90929017.15,0.8808
2025-09-09,38.83,39.17,37.9,37.98,2267401,86787428.29,-2.4653
2025-09-10,37.98,38.47,37.97,38.1,1556898,59489780.44,0.316
