date,股票代码,open,close,high,low,volume,turnover,amplitude,change_pct,change_amount,turnover_rate
2025-07-01,601012,14.93,14.86,14.95,14.75,634919.0,942363553.0,1.33,-1.07,-0.16,0.84
2025-07-02,601012,14.96,15.56,15.61,14.93,2098823.0,3215872899.0,4.58,4.71,0.7,2.77
2025-07-03,601012,15.56,15.54,15.67,15.33,1090592.0,1687486007.0,2.19,-0.13,-0.02,1.44
2025-07-04,601012,15.8,15.57,15.95,15.5,1293983.0,2028999626.0,2.9,0.19,0.03,1.71
2025-07-07,601012,15.45,15.47,15.64,15.41,516644.0,800112618.0,1.48,-0.64,-0.1,0.68
2025-07-08,601012,15.41,16.47,16.5,15.4,2229803.0,3603593421.0,7.11,6.46,1.0,2.94
2025-07-09,601012,16.35,16.37,16.75,16.27,1489941.0,2462427050.0,2.91,-0.61,-0.1,1.97
2025-07-10,601012,16.3,16.46,16.82,16.3,1658549.0,2752068610.0,3.18,0.55,0.09,2.19
2025-07-11,601012,16.53,16.25,16.56,16.24,1176010.0,1919925271.0,1.94,-1.28,-0.21,1.55
2025-07-14,601012,16.2,16.16,16.38,16.07,892635.0,1444926449.0,1.91,-0.55,-0.09,1.18
2025-07-15,601012,16.15,16.02,16.26,15.87,932186.0,1493745062.0,2.41,-0.87,-0.14,1.23
2025-07-16,601012,16.02,15.91,16.07,15.75,842282.0,1336311192.0,2.0,-0.69,-0.11,1.11
2025-07-17,601012,16.18,16.21,16.36,15.96,1208869.0,1953775775.0,2.51,1.89,0.3,1.6
2025-07-18,601012,16.1,16.07,16.4,16.0,805956.0,1301639696.0,2.47,-0.86,-0.14,1.06
2025-07-21,601012,16.1,16.31,16.36,16.04,806403.0,1309532199.0,1.99,1.49,0.24,1.06
2025-07-22,601012,16.28,16.57,16.65,16.18,1220462.0,2007611624.0,2.88,1.59,0.26,1.61
2025-07-23,601012,16.66,16.36,16.72,16.34,1041350.0,1720972204.0,2.29,-1.27,-0.21,1.37
2025-07-24,601012,16.27,16.88,16.88,16.25,1243338.0,2069868451.0,3.85,3.18,0.52,1.64
2025-07-25,601012,16.88,16.52,16.88,16.47,910427.0,1513165941.0,2.43,-2.13,-0.36,1.2
2025-07-28,601012,16.4,16.41,16.59,16.25,755500.0,1239477502.0,2.06,-0.67,-0.11,1.0
2025-07-29,601012,16.41,16.56,16.56,16.26,784202.0,1288865023.0,1.83,0.91,0.15,1.03
2025-07-30,601012,16.57,16.38,16.72,16.31,853001.0,1409445113.0,2.48,-1.09,-0.18,1.13
2025-07-31,601012,16.26,15.76,16.3,15.68,1284359.0,2045926013.0,3.79,-3.79,-0.62,1.69
2025-08-01,601012,15.77,15.92,16.17,15.77,730065.0,1166848956.0,2.54,1.02,0.16,0.96
2025-08-04,601012,15.78,15.78,15.87,15.59,660555.0,1036215323.0,1.76,-0.88,-0.14,0.87
2025-08-05,601012,15.77,15.92,15.92,15.69,550174.0,869796099.0,1.46,0.89,0.14,0.73
2025-08-06,601012,15.86,15.94,16.02,15.78,432354.0,687706352.0,1.51,0.13,0.02,0.57
2025-08-07,601012,16.0,15.84,16.09,15.77,479716.0,762028498.0,2.01,-0.63,-0.1,0.63
2025-08-08,601012,15.84,15.82,16.03,15.76,614651.0,976494489.0,1.7,-0.13,-0.02,0.81
2025-08-11,601012,15.86,16.01,16.1,15.8,691001.0,1103728328.0,1.9,1.2,0.19,0.91
2025-08-12,601012,16.0,15.84,16.01,15.75,689978.0,1091781724.0,1.62,-1.06,-0.17,0.91
2025-08-13,601012,15.85,15.83,15.95,15.76,733355.0,1161049476.0,1.2,-0.06,-0.01,0.97
2025-08-14,601012,15.83,15.56,15.86,15.52,874926.0,1374152542.0,2.15,-1.71,-0.27,1.15
2025-08-15,601012,15.52,16.16,16.18,15.5,1556808.0,2488498436.0,4.37,3.86,0.6,2.05
2025-08-18,601012,16.3,16.31,16.6,16.22,1575418.0,2587967729.0,2.35,0.93,0.15,2.08
2025-08-19,601012,16.37,15.97,16.45,15.96,1252399.0,2023846783.0,3.0,-2.08,-0.34,1.65
2025-08-20,601012,16.21,16.2,16.4,15.88,1391076.0,2244340968.0,3.26,1.44,0.23,1.84
2025-08-21,601012,16.13,16.2,16.47,16.09,1026525.0,1669520799.0,2.35,0.0,0.0,1.35
2025-08-22,601012,16.2,16.52,16.58,16.12,1351351.0,2220132731.0,2.84,1.98,0.32,1.78
2025-08-25,601012,16.52,16.77,16.98,16.49,1864899.0,3121220247.0,2.97,1.51,0.25,2.46
2025-08-26,601012,16.79,16.85,17.04,16.58,1384401.0,2339696846.0,2.74,0.48,0.08,1.83
