date,股票代码,open,close,high,low,volume,turnover,amplitude,change_pct,change_amount,turnover_rate
2025-07-01,002594,108.78,109.12,109.79,108.27,88518.0,2931303336.66,1.39,-0.17,-0.19,0.76
2025-07-02,002594,109.34,108.9,109.96,108.32,93270.0,3083342650.35,1.5,-0.2,-0.22,0.8
2025-07-03,002594,109.0,110.2,110.43,108.9,123498.0,4123732531.23,1.4,1.19,1.3,1.06
2025-07-04,002594,109.53,109.01,110.34,108.6,104104.0,3454495463.05,1.58,-1.08,-1.19,0.9
2025-07-07,002594,108.41,108.21,108.84,108.16,88208.0,2901015557.38,0.62,-0.73,-0.8,0.76
2025-07-08,002594,107.68,107.64,108.6,107.25,116918.0,3825413668.2,1.25,-0.53,-0.57,1.01
2025-07-09,002594,107.64,107.28,108.08,107.27,121633.0,3969384130.1,0.75,-0.33,-0.36,1.05
2025-07-10,002594,107.28,105.75,107.37,104.96,210022.0,6741345468.09,2.25,-1.43,-1.53,1.81
2025-07-11,002594,105.31,106.65,107.63,105.02,168270.0,5456832017.95,2.47,0.85,0.9,1.45
2025-07-14,002594,106.65,104.84,106.65,104.53,172309.0,5502331853.72,1.99,-1.7,-1.81,1.48
2025-07-15,002594,104.74,106.36,107.01,104.68,162791.0,5252631321.92,2.22,1.45,1.52,1.4
2025-07-16,002594,106.36,106.58,107.31,106.36,110758.0,3594544238.09,0.89,0.21,0.22,0.95
2025-07-17,002594,107.01,108.02,108.25,106.71,156891.0,5138610960.73,1.44,1.35,1.44,1.35
2025-07-18,002594,108.39,108.38,108.51,107.09,136866.0,4482466755.08,1.31,0.33,0.36,1.18
2025-07-21,002594,108.01,110.05,110.05,107.76,153945.0,5102459145.61,2.11,1.54,1.67,1.32
2025-07-22,002594,110.34,112.57,112.68,109.75,214164.0,7227731006.63,2.66,2.29,2.52,1.84
2025-07-23,002594,112.71,111.37,113.01,111.01,158907.0,5395840274.18,1.78,-1.07,-1.2,1.37
2025-07-24,002594,111.37,112.92,114.19,111.22,189063.0,6489370095.95,2.67,1.39,1.55,1.63
2025-07-25,002594,112.34,111.32,112.48,110.34,157041.0,5307866610.59,1.9,-1.42,-1.6,1.35
2025-07-28,002594,111.32,111.01,111.71,110.52,117057.0,3947000993.53,1.07,-0.28,-0.31,1.01
2025-07-29,002594,112.01,111.42,112.5,109.77,387360.0,4322742015.41,2.46,0.37,0.41,1.11
2025-07-30,002594,108.05,108.7,111.16,107.12,524834.0,5743878668.38,3.63,-2.44,-2.72,1.51
2025-07-31,002594,108.2,105.24,108.2,105.0,599499.0,6344900790.83,2.94,-3.18,-3.46,1.72
2025-08-01,002594,104.95,105.8,106.24,104.36,362337.0,3816659557.87,1.79,0.53,0.56,1.04
2025-08-04,002594,104.0,104.88,105.14,102.57,412937.0,4293903589.58,2.43,-0.87,-0.92,1.18
2025-08-05,002594,104.88,104.86,105.21,103.78,338350.0,3539636639.53,1.36,-0.02,-0.02,0.97
2025-08-06,002594,104.86,104.35,105.0,103.9,305620.0,3184784992.59,1.05,-0.49,-0.51,0.88
2025-08-07,002594,104.27,105.33,106.43,104.16,428763.0,4526612773.43,2.18,0.94,0.98,1.23
2025-08-08,002594,105.0,103.93,105.03,103.91,326615.0,3405317252.01,1.06,-1.33,-1.4,0.94
2025-08-11,002594,103.88,105.52,105.66,103.23,356698.0,3741329572.1,2.34,1.53,1.59,1.02
