date,股票代码,open,close,high,low,volume,turnover,amplitude,change_pct,change_amount,turnover_rate
2025-07-01,003009,50.53,48.92,50.53,48.68,101470.0,499372382.73,3.66,-3.26,-1.65,6.53
2025-07-02,003009,48.32,46.54,48.32,46.18,74608.0,350029264.67,4.37,-4.87,-2.38,4.8
2025-07-03,003009,46.24,46.21,47.35,45.98,45157.0,210071707.0,2.94,-0.71,-0.33,2.91
2025-07-04,003009,46.23,46.07,46.96,45.47,48496.0,223337863.68,3.22,-0.3,-0.14,3.12
2025-07-07,003009,46.04,47.09,47.09,45.09,54814.0,255013669.48,4.34,2.21,1.02,3.53
2025-07-08,003009,46.63,47.1,47.47,46.53,38560.0,181235459.44,2.0,0.02,0.01,2.48
2025-07-09,003009,47.33,46.86,48.28,46.79,53513.0,254463134.0,3.16,-0.51,-0.24,3.44
2025-07-10,003009,46.4,47.6,48.1,45.62,58543.0,274945941.0,5.29,1.58,0.74,3.77
2025-07-11,003009,47.29,47.2,47.58,46.78,38465.0,181419252.0,1.68,-0.84,-0.4,2.48
2025-07-14,003009,46.44,47.01,47.36,46.44,25262.0,118679828.1,1.95,-0.4,-0.19,1.63
2025-07-15,003009,46.79,45.89,48.24,45.69,39390.0,183191133.1,5.42,-2.38,-1.12,2.53
2025-07-16,003009,45.53,46.66,47.31,44.11,48761.0,222943763.04,6.97,1.68,0.77,3.14
2025-07-17,003009,46.34,47.32,47.72,46.07,55822.0,262865482.0,3.54,1.41,0.66,3.59
2025-07-18,003009,47.14,47.54,47.87,46.98,41123.0,195260753.3,1.88,0.46,0.22,2.65
2025-07-21,003009,47.54,48.03,48.26,47.09,47000.0,224849263.76,2.46,1.03,0.49,3.02
2025-07-22,003009,47.98,47.55,48.98,47.25,55059.0,265052160.02,3.6,-1.0,-0.48,3.54
2025-07-23,003009,47.28,45.96,47.28,45.87,48554.0,225442814.95,2.97,-3.34,-1.59,3.12
2025-07-24,003009,45.83,46.51,46.58,45.68,27223.0,125783963.0,1.96,1.2,0.55,1.75
2025-07-25,003009,46.27,46.33,46.75,45.96,21124.0,97710006.0,1.7,-0.39,-0.18,1.36
2025-07-28,003009,46.46,47.33,47.46,46.19,40129.0,188707989.65,2.74,2.16,1.0,2.58
2025-07-29,003009,47.18,47.63,47.66,46.76,35744.0,169122139.4,1.9,0.63,0.3,2.3
2025-07-30,003009,47.43,46.71,47.88,46.13,36281.0,171142694.94,3.67,-1.93,-0.92,2.33
2025-07-31,003009,46.58,46.25,47.08,45.84,30296.0,140565948.0,2.65,-0.98,-0.46,1.95
2025-08-01,003009,46.18,45.83,46.51,45.0,24642.0,112976820.0,3.26,-0.91,-0.42,1.59
2025-08-04,003009,45.33,47.48,47.68,45.33,54086.0,254761996.18,5.13,3.6,1.65,3.48
2025-08-05,003009,47.88,47.6,48.0,47.23,41795.0,198705797.0,1.62,0.25,0.12,2.69
2025-08-06,003009,47.51,48.59,48.98,47.17,67390.0,327283007.12,3.8,2.08,0.99,4.34
2025-08-07,003009,48.59,48.43,48.78,47.63,42331.0,203423989.0,2.37,-0.33,-0.16,2.72
