date,股票代码,open,close,high,low,volume,turnover,amplitude,change_pct,change_amount,turnover_rate
2025-07-01,000988,47.0,46.46,47.0,46.21,188429.0,876166229.42,1.68,-1.17,-0.55,1.87
2025-07-02,000988,46.3,45.27,46.39,45.11,222191.0,1013057385.48,2.76,-2.56,-1.19,2.21
2025-07-03,000988,45.47,45.79,45.96,45.42,153500.0,701905236.77,1.19,1.15,0.52,1.53
2025-07-04,000988,45.66,45.15,46.1,45.03,183940.0,834399314.55,2.34,-1.4,-0.64,1.83
2025-07-07,000988,45.0,44.47,45.25,44.0,175645.0,780258932.97,2.77,-1.51,-0.68,1.75
2025-07-08,000988,44.53,44.93,45.15,44.31,368630.0,1652741565.14,1.89,1.03,0.46,3.67
2025-07-09,000988,46.56,47.32,48.29,46.33,621635.0,2954337541.81,4.36,5.32,2.39,6.19
2025-07-10,000988,47.78,47.18,47.78,46.5,277107.0,1303957130.05,2.7,-0.3,-0.14,2.76
2025-07-11,000988,47.0,46.34,47.18,46.3,258516.0,1205337743.32,1.87,-1.78,-0.84,2.57
2025-07-14,000988,46.33,45.94,46.58,45.8,189863.0,875008217.94,1.68,-0.86,-0.4,1.89
2025-07-15,000988,46.19,48.27,48.66,46.17,562974.0,2693814976.47,5.42,5.07,2.33,5.6
2025-07-16,000988,48.27,47.7,49.09,47.65,386981.0,1875331630.5,2.98,-1.18,-0.57,3.85
2025-07-17,000988,47.7,49.55,50.5,47.59,458184.0,2261227703.47,6.1,3.88,1.85,4.56
2025-07-18,000988,49.75,48.82,50.2,48.69,286747.0,1412158285.13,3.05,-1.47,-0.73,2.85
2025-07-21,000988,48.51,48.17,48.82,47.72,299114.0,1440895939.14,2.25,-1.33,-0.65,2.98
2025-07-22,000988,48.2,48.74,50.44,48.08,423189.0,2082000163.59,4.9,1.18,0.57,4.21
2025-07-23,000988,48.23,48.03,48.4,47.7,244267.0,1173835301.69,1.44,-1.46,-0.71,2.43
2025-07-24,000988,48.76,48.07,48.87,47.6,288702.0,1386260029.37,2.64,0.08,0.04,2.87
2025-07-25,000988,48.08,47.85,48.17,47.41,198191.0,947486391.16,1.58,-0.46,-0.22,1.97
2025-07-28,000988,48.77,50.42,50.83,48.58,638659.0,3187589873.8,4.7,5.37,2.57,6.35
2025-07-29,000988,50.03,51.45,51.5,49.7,467091.0,2366416869.44,3.57,2.04,1.03,4.65
