date,股票代码,open,close,high,low,volume,turnover,amplitude,change_pct,change_amount,turnover_rate
2025-07-01,301358,31.21,30.78,31.24,30.24,163338.0,499535825.0,3.21,-1.31,-0.41,4.26
2025-07-02,301358,30.63,30.78,30.93,30.35,105806.0,324134657.0,1.88,0.0,0.0,2.76
2025-07-03,301358,30.77,31.44,31.54,30.5,147288.0,458174763.0,3.38,2.14,0.66,3.84
2025-07-04,301358,31.4,30.1,31.4,30.04,173711.0,530650057.0,4.33,-4.26,-1.34,4.53
2025-07-07,301358,30.1,30.18,30.47,29.81,108177.0,324711568.0,2.19,0.27,0.08,2.82
2025-07-08,301358,30.05,31.0,31.5,30.01,182976.0,564591786.0,4.94,2.72,0.82,4.77
2025-07-09,301358,31.05,30.67,31.26,30.59,112693.0,348233566.0,2.16,-1.06,-0.33,2.94
2025-07-10,301358,30.51,30.63,31.1,30.11,155666.0,474212744.0,3.23,-0.13,-0.04,4.06
2025-07-11,301358,30.53,30.74,31.13,30.26,132567.0,407757454.0,2.84,0.36,0.11,3.43
2025-07-14,301358,30.89,30.75,31.8,30.66,103815.0,321490896.0,3.71,0.03,0.01,2.69
2025-07-15,301358,30.6,30.39,31.15,30.15,126524.0,386526457.0,3.25,-1.17,-0.36,3.28
2025-07-16,301358,30.65,30.69,31.06,30.5,104501.0,321397413.0,1.84,0.99,0.3,2.71
2025-07-17,301358,30.6,30.9,31.12,30.3,124579.0,382362610.0,2.67,0.68,0.21,3.23
2025-07-18,301358,30.92,31.49,31.97,30.92,205424.0,648944068.0,3.4,1.91,0.59,5.32
2025-07-21,301358,31.38,31.93,32.07,31.05,161436.0,510069739.0,3.24,1.4,0.44,4.18
2025-07-22,301358,31.88,31.93,32.25,31.63,155940.0,498269561.0,1.94,0.0,0.0,4.04
2025-07-23,301358,32.21,32.16,32.86,31.86,216991.0,701802888.0,3.13,0.72,0.23,5.62
2025-07-24,301358,32.1,33.0,33.3,31.96,219448.0,718416257.0,4.17,2.61,0.84,5.68
2025-07-25,301358,33.17,32.8,33.88,32.61,209639.0,697398920.0,3.85,-0.61,-0.2,5.43
2025-07-28,301358,32.62,32.57,32.85,32.1,173724.0,564996965.0,2.29,-0.7,-0.23,4.5
2025-07-29,301358,32.45,32.56,32.86,32.24,112376.0,365558232.0,1.9,-0.03,-0.01,2.91
2025-07-30,301358,32.6,32.09,32.72,32.06,132829.0,429148816.0,2.03,-1.44,-0.47,3.44
2025-07-31,301358,31.98,31.2,32.25,31.08,151398.0,478436204.0,3.65,-2.77,-0.89,3.92
2025-08-01,301358,31.21,30.87,31.35,30.63,116771.0,361534845.0,2.31,-1.06,-0.33,3.02
2025-08-04,301358,30.72,30.87,30.87,30.52,72486.0,222573260.0,1.13,0.0,0.0,1.88
2025-08-05,301358,30.88,31.06,31.33,30.85,74917.0,232421126.0,1.55,0.62,0.19,1.94
2025-08-06,301358,31.01,31.36,31.5,30.77,88503.0,275670778.0,2.35,0.97,0.3,2.29
2025-08-07,301358,31.23,30.84,31.43,30.67,118484.0,366472854.0,2.42,-1.66,-0.52,3.07
2025-08-08,301358,30.86,30.68,31.01,30.61,73549.0,226270366.0,1.3,-0.52,-0.16,1.9
