date,股票代码,open,close,high,low,volume,turnover,amplitude,change_pct,change_amount,turnover_rate
2025-07-01,300390,19.09,18.92,19.09,18.63,186577.0,351087177.0,2.41,-0.79,-0.15,2.77
2025-07-02,300390,18.91,19.12,19.2,18.76,181026.0,343631377.0,2.33,1.06,0.2,2.69
2025-07-03,300390,19.21,19.2,19.38,18.82,177179.0,339116830.0,2.93,0.42,0.08,2.63
2025-07-04,300390,19.08,18.75,19.2,18.75,148649.0,280807981.0,2.34,-2.34,-0.45,2.21
2025-07-07,300390,18.73,18.71,18.82,18.65,66753.0,125014585.0,0.91,-0.21,-0.04,0.99
2025-07-08,300390,18.71,19.24,19.4,18.71,186549.0,357028928.0,3.69,2.83,0.53,2.77
2025-07-09,300390,19.25,19.08,19.36,19.03,115534.0,221573055.0,1.72,-0.83,-0.16,1.72
2025-07-10,300390,19.04,19.05,19.32,19.02,104022.0,198887724.0,1.57,-0.16,-0.03,1.55
2025-07-11,300390,19.18,19.13,19.37,19.0,162853.0,313129185.0,1.94,0.42,0.08,2.42
2025-07-14,300390,19.44,20.36,21.65,19.44,547154.0,1134379272.0,11.55,6.43,1.23,8.14
2025-07-15,300390,19.97,19.75,20.33,19.55,321168.0,636977378.0,3.83,-3.0,-0.61,4.78
2025-07-16,300390,19.68,19.51,19.85,19.45,158687.0,311393489.0,2.03,-1.22,-0.24,2.36
2025-07-17,300390,19.51,19.97,20.15,19.38,223273.0,442387816.0,3.95,2.36,0.46,3.32
2025-07-18,300390,20.2,20.5,20.87,20.03,339935.0,697714603.0,4.21,2.65,0.53,5.05
2025-07-21,300390,20.4,20.37,20.58,20.27,177263.0,360904061.0,1.51,-0.63,-0.13,2.64
2025-07-22,300390,20.37,20.7,20.81,20.21,247655.0,508895380.0,2.95,1.62,0.33,3.68
2025-07-23,300390,21.45,20.16,21.48,20.13,310824.0,641724562.0,6.52,-2.61,-0.54,4.62
2025-07-24,300390,20.02,21.59,21.98,20.02,547504.0,1161473735.0,9.72,7.09,1.43,8.14
2025-07-25,300390,21.94,21.45,21.99,21.35,357841.0,774783425.0,2.96,-0.65,-0.14,5.32
2025-07-28,300390,21.07,21.05,21.44,20.88,228065.0,481528462.0,2.61,-1.86,-0.4,3.39
2025-07-29,300390,20.95,21.0,21.31,20.77,195942.0,410993459.0,2.57,-0.24,-0.05,2.91
2025-07-30,300390,21.0,20.5,21.09,20.32,199124.0,411814820.0,3.67,-2.38,-0.5,2.96
2025-07-31,300390,20.36,19.94,20.48,19.87,188496.0,380526718.0,2.98,-2.73,-0.56,2.8
2025-08-01,300390,19.94,19.86,20.18,19.75,124506.0,248102026.0,2.16,-0.4,-0.08,1.85
2025-08-04,300390,19.7,19.87,19.88,19.55,111513.0,220075420.0,1.66,0.05,0.01,1.66
2025-08-05,300390,19.92,19.97,20.14,19.88,106204.0,211938403.0,1.31,0.5,0.1,1.58
2025-08-06,300390,19.96,20.08,20.08,19.78,97448.0,194416394.0,1.5,0.55,0.11,1.45
2025-08-07,300390,20.1,20.26,20.3,19.73,195531.0,392358345.0,2.84,0.9,0.18,2.91
2025-08-08,300390,20.35,20.58,20.81,20.11,207777.0,426118555.0,3.46,1.58,0.32,3.09
2025-08-11,300390,21.82,21.41,21.97,21.04,376182.0,806820558.0,4.52,4.03,0.83,5.59
2025-08-12,300390,21.24,20.9,21.28,20.71,278311.0,581228740.0,2.66,-2.38,-0.51,4.14
2025-08-13,300390,20.89,20.93,21.49,20.76,186459.0,390964344.0,3.49,0.14,0.03,2.77
2025-08-14,300390,20.9,20.3,20.99,20.3,169145.0,348651781.0,3.3,-3.01,-0.63,2.52
2025-08-15,300390,20.25,20.71,20.85,20.23,139739.0,288560322.0,3.05,2.02,0.41,2.08
2025-08-18,300390,21.1,21.04,21.3,20.93,222404.0,468725096.0,1.79,1.59,0.33,3.31
2025-08-19,300390,21.01,20.9,21.19,20.78,152740.0,320225075.0,1.95,-0.67,-0.14,2.27
2025-08-20,300390,20.72,20.97,21.06,20.59,152730.0,317901649.0,2.25,0.33,0.07,2.27
2025-08-21,300390,20.81,20.64,21.08,20.58,154989.0,321714673.0,2.38,-1.57,-0.33,2.3
2025-08-22,300390,20.64,20.78,20.86,20.56,140344.0,290750200.0,1.45,0.68,0.14,2.09
2025-08-25,300390,20.78,20.97,21.26,20.78,206483.0,433287648.0,2.31,0.91,0.19,3.07
2025-08-26,300390,20.96,20.8,21.01,20.69,137541.0,287122202.0,1.53,-0.81,-0.17,2.05
2025-08-27,300390,20.8,20.11,21.17,20.1,278079.0,576174240.0,5.14,-3.32,-0.69,4.13
2025-08-28,300390,19.71,19.82,20.08,19.05,321183.0,631911965.0,5.12,-1.44,-0.29,4.78
2025-08-29,300390,19.75,20.21,20.6,19.7,265082.0,535361427.0,4.54,1.97,0.39,3.94
2025-09-01,300390,20.24,20.32,20.47,20.05,158915.0,321780218.0,2.08,0.54,0.11,2.36
2025-09-02,300390,20.3,19.81,20.46,19.72,170841.0,342089426.0,3.64,-2.51,-0.51,2.54
2025-09-03,300390,19.82,19.61,20.5,19.53,207729.0,415882204.0,4.9,-1.01,-0.2,3.09
2025-09-04,300390,19.65,19.84,20.62,19.54,344816.0,694939217.0,5.51,1.17,0.23,5.13
2025-09-05,300390,20.04,23.81,23.81,20.01,1054120.0,2349446886.0,19.15,20.01,3.97,15.67
2025-09-08,300390,25.0,24.03,25.0,23.6,1174735.0,2842901381.0,5.88,0.92,0.22,17.47
2025-09-09,300390,23.72,23.34,24.28,23.24,595006.0,1410092432.0,4.33,-2.87,-0.69,8.85
2025-09-10,300390,22.8,23.04,23.35,22.75,381901.0,879203245.0,2.57,-1.29,-0.3,5.68
2025-09-11,300390,22.88,23.0,23.18,22.6,347125.0,794348292.0,2.52,-0.17,-0.04,5.16
2025-09-12,300390,23.04,22.83,23.23,22.51,353948.0,810670270.0,3.13,-0.74,-0.17,5.26
2025-09-15,300390,23.5,23.15,24.18,23.1,587055.0,1386312193.0,4.73,1.4,0.32,8.73
2025-09-16,300390,23.28,22.99,23.58,22.58,334505.0,766519835.0,4.32,-0.69,-0.16,4.97
2025-09-17,300390,22.83,23.14,23.31,22.61,300089.0,689523901.0,3.04,0.65,0.15,4.46
2025-09-18,300390,23.05,22.48,23.27,22.16,333895.0,761514651.0,4.8,-2.85,-0.66,4.96
2025-09-19,300390,22.5,23.24,23.55,22.48,393178.0,909436545.0,4.76,3.38,0.76,5.85
2025-09-22,300390,23.5,22.92,23.53,22.55,256089.0,585690335.0,4.22,-1.38,-0.32,3.81
2025-09-23,300390,22.72,22.5,23.17,21.93,276397.0,621838953.0,5.41,-1.83,-0.42,4.11
2025-09-24,300390,22.3,23.28,23.48,22.3,332157.0,763305949.0,5.24,3.47,0.78,4.94
2025-09-25,300390,23.33,23.18,23.68,23.1,296545.0,694375243.0,2.49,-0.43,-0.1,4.41
2025-09-26,300390,23.21,22.85,23.56,22.82,232402.0,539551918.0,3.19,-1.42,-0.33,3.46
2025-09-29,300390,22.99,23.9,24.2,22.99,415128.0,983831305.0,5.3,4.6,1.05,6.17
2025-09-30,300390,23.95,24.99,25.19,23.69,530227.0,1313683233.0,6.28,4.56,1.09,7.88
2025-10-09,300390,25.58,26.1,26.68,25.25,519501.0,1351908109.0,5.72,4.44,1.11,7.72
2025-10-10,300390,25.9,24.94,26.15,24.82,457343.0,1157714379.0,5.1,-4.44,-1.16,6.8
2025-10-13,300390,23.52,25.96,26.2,23.52,456812.0,1156328643.0,10.75,4.09,1.02,6.79
2025-10-14,300390,26.19,25.24,26.44,24.77,347696.0,882146796.0,6.43,-2.77,-0.72,5.17
2025-10-15,300390,25.5,24.95,25.79,24.8,207755.0,521927244.0,3.92,-1.15,-0.29,3.09
2025-10-16,300390,24.8,25.02,25.88,24.59,227321.0,572670172.0,5.17,0.28,0.07,3.38
2025-10-17,300390,24.95,23.88,25.58,23.86,243463.0,596192007.0,6.87,-4.56,-1.14,3.62
2025-10-20,300390,24.2,23.53,24.36,23.34,198077.0,471311336.0,4.27,-1.47,-0.35,2.95
2025-10-21,300390,23.68,23.35,23.9,23.25,161359.0,379383492.0,2.76,-0.76,-0.18,2.4
2025-10-22,300390,23.26,23.33,23.55,22.72,148788.0,344852112.0,3.55,-0.09,-0.02,2.21
2025-10-23,300390,23.4,25.28,25.4,23.35,441395.0,1085571206.0,8.79,8.36,1.95,6.56
2025-10-24,300390,25.02,25.55,26.68,24.88,449818.0,1161245058.0,7.12,1.07,0.27,6.69
2025-10-27,300390,26.0,26.52,27.19,25.66,456582.0,1204948492.0,5.99,3.8,0.97,6.79
2025-10-28,300390,26.3,26.18,26.89,25.97,279951.0,739188702.0,3.47,-1.28,-0.34,4.16
2025-10-29,300390,26.18,26.69,26.84,26.01,276651.0,730627673.0,3.17,1.95,0.51,4.11
2025-10-30,300390,26.51,30.61,31.45,26.41,929635.0,2713519205.0,18.88,14.69,3.92,13.82
2025-10-31,300390,29.89,30.42,31.67,29.89,798670.0,2456394582.0,5.82,-0.62,-0.19,11.88
2025-11-03,300390,31.36,34.07,36.0,31.36,953540.0,3248432765.0,15.25,12.0,3.65,14.18
2025-11-04,300390,34.08,33.42,34.4,33.03,529107.0,1776390940.0,4.02,-1.91,-0.65,7.87
2025-11-05,300390,33.01,33.88,35.1,32.1,670418.0,2262931923.0,8.98,1.38,0.46,9.97
2025-11-06,300390,33.87,34.46,35.11,33.25,456759.0,1559886186.0,5.49,1.71,0.58,6.79
2025-11-07,300390,34.46,39.74,40.36,34.1,975634.0,3604954531.0,18.17,15.32,5.28,14.51
2025-11-10,300390,40.7,41.09,43.69,39.86,968480.0,4057655184.0,9.64,3.4,1.35,14.4
2025-11-11,300390,41.26,41.76,43.23,40.95,657254.0,2758962597.0,5.55,1.63,0.67,9.77
2025-11-12,300390,41.41,40.32,41.78,39.74,526398.0,2135701774.0,4.89,-3.45,-1.44,7.83
2025-11-13,300390,41.54,48.04,48.3,41.3,895413.0,4062064896.0,17.36,19.15,7.72,13.31
2025-11-14,300390,47.0,49.81,51.85,46.72,927820.0,4553951423.0,10.68,3.68,1.77,13.8
2025-11-17,300390,52.8,59.77,59.77,52.8,901089.0,5102041452.0,13.99,20.0,9.96,13.4
2025-11-18,300390,59.46,56.61,63.0,55.5,1164704.0,6814471089.0,12.55,-5.29,-3.16,17.32
2025-11-19,300390,58.03,57.44,60.93,56.08,767932.0,4449939582.0,8.57,1.47,0.83,11.42
2025-11-20,300390,58.5,60.94,64.99,57.27,968846.0,5958562823.0,13.44,6.09,3.5,14.41
2025-11-21,300390,52.88,48.93,54.84,48.85,1059191.0,5347832925.0,9.83,-19.71,-12.01,15.75
2025-11-24,300390,51.0,49.98,51.2,47.42,887302.0,4355195665.0,7.73,2.15,1.05,13.19
2025-11-25,300390,50.5,50.99,52.88,47.45,836897.0,4176107262.0,10.86,2.02,1.01,12.44
2025-11-26,300390,51.11,50.36,53.14,50.0,673407.0,3461092879.0,6.16,-1.24,-0.63,10.01
2025-11-27,300390,50.36,50.13,51.27,49.15,588184.0,2948514890.0,4.21,-0.46,-0.23,8.75
2025-11-28,300390,50.17,51.94,54.2,50.12,696973.0,3655324126.0,8.14,3.61,1.81,10.36
2025-12-01,300390,53.41,55.06,59.84,53.41,838763.0,4769025369.0,12.38,6.01,3.12,12.47
2025-12-02,300390,55.18,54.0,56.16,53.66,521462.0,2845641801.0,4.54,-1.93,-1.06,7.75
2025-12-03,300390,54.8,51.28,55.1,50.5,531784.0,2743538173.0,8.52,-5.04,-2.72,7.91
2025-12-04,300390,51.0,50.22,51.66,49.54,365077.0,1839060061.0,4.13,-2.07,-1.06,5.43
2025-12-05,300390,49.82,48.03,51.0,47.9,378712.0,1845092281.0,6.17,-4.36,-2.19,5.63
2025-12-08,300390,47.51,51.65,52.82,47.18,575889.0,2899576285.0,11.74,7.54,3.62,8.56
2025-12-09,300390,50.9,50.04,51.6,49.14,390365.0,1962193349.0,4.76,-3.12,-1.61,5.8
2025-12-10,300390,50.0,52.11,53.2,49.14,488949.0,2519012653.0,8.11,4.14,2.07,7.27
2025-12-11,300390,52.9,51.79,54.38,51.79,549949.0,2911458939.0,4.97,-0.61,-0.32,8.18
2025-12-12,300390,53.4,49.62,53.87,48.42,617306.0,3107510830.0,10.52,-4.19,-2.17,9.18
2025-12-15,300390,47.94,47.84,50.16,46.71,441635.0,2116876157.0,6.95,-3.59,-1.78,6.57
2025-12-16,300390,47.8,46.91,48.48,45.52,344041.0,1606193748.0,6.19,-1.94,-0.93,5.12
2025-12-17,300390,48.95,53.69,54.38,47.77,771154.0,4023626612.0,14.09,14.45,6.78,11.47
2025-12-18,300390,52.42,50.53,52.65,49.9,486918.0,2482981787.0,5.12,-5.89,-3.16,7.24
2025-12-19,300390,50.55,50.0,51.48,48.4,549693.0,2739847951.0,6.1,-1.05,-0.53,8.17
2025-12-22,300390,51.91,50.7,53.26,50.3,542802.0,2811799225.0,5.92,1.4,0.7,8.07
2025-12-23,300390,51.22,55.0,56.56,51.22,677427.0,3657074722.0,10.53,8.48,4.3,10.07
2025-12-24,300390,55.03,53.29,56.2,52.37,634165.0,3426914754.0,6.96,-3.11,-1.71,9.43
2025-12-25,300390,50.94,52.8,53.0,50.5,431259.0,2237277218.0,4.69,-0.92,-0.49,6.41
2025-12-26,300390,59.0,57.03,60.19,54.3,713461.0,4068608123.09,11.16,8.01,4.23,10.61
2025-12-28,,59.0,57.03,60.19,54.3,713461.0,4068608123.09,,,,
