date,股票代码,open,close,high,low,volume,turnover,amplitude,change_pct,change_amount,turnover_rate
2025-07-01,002497,11.38,11.27,11.38,11.14,164063.0,184347173.81,2.11,-1.14,-0.13,1.55
2025-07-02,002497,11.26,11.44,11.45,11.2,175603.0,199325869.87,2.22,1.51,0.17,1.66
2025-07-03,002497,11.43,11.68,11.82,11.39,243971.0,283290852.0,3.76,2.1,0.24,2.3
2025-07-04,002497,11.67,11.36,11.67,11.35,198758.0,227238213.41,2.74,-2.74,-0.32,1.88
2025-07-07,002497,11.36,11.27,11.37,11.25,115416.0,130312248.0,1.06,-0.79,-0.09,1.09
2025-07-08,002497,11.3,11.54,11.55,11.27,180821.0,207152558.9,2.48,2.4,0.27,1.71
2025-07-09,002497,11.5,11.39,11.57,11.37,164668.0,188204040.0,1.73,-1.3,-0.15,1.56
2025-07-10,002497,11.4,11.41,11.46,11.31,140679.0,160181693.95,1.32,0.18,0.02,1.33
2025-07-11,002497,11.45,11.61,11.78,11.4,286035.0,332597215.3,3.33,1.75,0.2,2.7
2025-07-14,002497,11.84,11.75,12.26,11.74,360504.0,429859426.34,4.48,1.21,0.14,3.41
2025-07-15,002497,11.7,11.53,11.8,11.41,237644.0,274556338.78,3.32,-1.87,-0.22,2.24
2025-07-16,002497,11.53,11.47,11.6,11.4,178924.0,205597914.42,1.73,-0.52,-0.06,1.69
2025-07-17,002497,11.52,11.72,11.75,11.43,261619.0,303750890.98,2.79,2.18,0.25,2.47
2025-07-18,002497,11.79,12.01,12.15,11.76,435744.0,523257910.46,3.33,2.47,0.29,4.12
2025-07-21,002497,13.21,13.21,13.21,12.9,582582.0,767545374.71,2.58,9.99,1.2,5.5
2025-07-22,002497,14.53,14.53,14.53,14.01,1897669.0,2724706615.09,3.94,9.99,1.32,17.93
2025-07-23,002497,15.5,15.5,15.98,15.33,2120410.0,3355651245.17,4.47,6.68,0.97,20.03
2025-07-24,002497,14.73,14.79,15.9,14.48,2902582.0,4359235921.81,9.16,-4.58,-0.71,27.42
2025-07-25,002497,15.0,15.59,16.0,14.27,2971032.0,4481415680.42,11.7,5.41,0.8,28.07
2025-07-28,002497,15.71,15.75,16.65,15.67,2588773.0,4176913345.17,6.29,1.03,0.16,24.46
2025-07-29,002497,15.75,15.57,16.41,15.24,2394806.0,3794732697.6,7.43,-1.14,-0.18,22.62
2025-07-30,002497,15.26,14.64,15.86,14.64,2123383.0,3218894001.31,7.84,-5.97,-0.93,20.06
2025-07-31,002497,14.47,13.93,14.67,13.88,1515026.0,2144193868.52,5.4,-4.85,-0.71,14.31
2025-08-01,002497,13.99,13.75,14.09,13.74,787354.0,1091596923.86,2.51,-1.29,-0.18,7.44
2025-08-04,002497,13.79,13.67,13.91,13.62,573241.0,787135267.74,2.11,-0.58,-0.08,5.42
2025-08-05,002497,13.68,13.6,13.78,13.52,584022.0,795114422.18,1.9,-0.51,-0.07,5.52
2025-08-06,002497,13.6,13.64,13.71,13.52,522198.0,712074291.58,1.4,0.29,0.04,4.93
2025-08-07,002497,13.64,13.96,14.07,13.64,1041220.0,1443941215.98,3.15,2.35,0.32,9.84
2025-08-08,002497,13.96,14.26,14.44,13.75,1038700.0,1467852050.49,4.94,2.15,0.3,9.81
2025-08-11,002497,15.22,15.06,15.25,14.78,1434355.0,2153818549.99,3.3,5.61,0.8,13.55
2025-08-12,002497,14.93,14.67,15.01,14.48,909709.0,1332891103.68,3.52,-2.59,-0.39,8.59
2025-08-13,002497,14.55,14.58,15.03,14.45,652055.0,952923189.07,3.95,-0.61,-0.09,6.16
2025-08-14,002497,14.58,14.01,14.59,14.01,653298.0,931495009.68,3.98,-3.91,-0.57,6.17
2025-08-15,002497,13.97,14.26,14.29,13.92,386185.0,548326960.34,2.64,1.78,0.25,3.65
2025-08-18,002497,14.44,14.29,14.59,14.26,465982.0,671239210.98,2.31,0.21,0.03,4.4
2025-08-19,002497,14.2,14.13,14.36,14.11,392974.0,558332740.21,1.75,-1.12,-0.16,3.71
2025-08-20,002497,13.98,14.18,14.18,13.81,472770.0,662670262.26,2.62,0.35,0.05,4.47
2025-08-21,002497,14.28,14.0,14.29,13.97,393539.0,554630462.47,2.26,-1.27,-0.18,3.72
2025-08-22,002497,13.98,14.07,14.27,13.93,358574.0,504018773.6,2.43,0.5,0.07,3.39
