date,open,close,high,low,volume,turnover,amplitude,change_pct,change_amount,turnover_rate
2025-01-15,31.2,30.9,31.6,30.65,9431630,302412320.0,3.03,-1.44,-0.45,0.22
2025-01-16,30.8,30.2,31.25,30.2,14959473,474089200.0,3.4,-2.27,-0.7,0.34
2025-01-17,30.05,30.3,30.6,29.85,9038017,284554400.0,2.48,0.33,0.1,0.21
2025-01-20,30.3,30.65,31.15,30.2,12477239,398081840.0,3.14,1.16,0.35,0.29
2025-01-21,31.15,31.0,31.2,30.55,5885121,189246573.0,2.12,1.14,0.35,0.13
2025-01-22,30.85,30.25,31.1,30.15,7966412,252234854.0,3.06,-2.42,-0.75,0.18
2025-01-23,30.5,29.7,30.75,29.6,9239913,288132464.0,3.8,-1.82,-0.55,0.21
2025-01-24,30.0,30.55,30.55,29.85,8141130,256578166.0,2.36,2.86,0.85,0.19
2025-01-27,30.8,31.6,32.0,30.75,16383170,535835280.0,4.09,3.44,1.05,0.37
2025-01-28,31.65,32.05,32.15,31.55,6066287,200471530.0,1.9,1.42,0.45,0.14
2025-02-03,30.8,30.1,30.9,29.7,26147561,818327248.0,3.74,-6.08,-1.95,0.6
2025-02-04,30.5,29.85,30.75,29.6,14549714,457072288.0,3.82,-0.83,-0.25,0.33
2025-02-05,29.85,28.7,30.15,27.8,25511794,767669968.0,7.87,-3.85,-1.15,0.58
2025-02-06,28.7,28.4,28.95,28.2,20870699,620306336.0,2.61,-1.05,-0.3,0.48
2025-02-07,28.4,28.45,28.9,28.0,16444117,488386592.0,3.17,0.18,0.05,0.38
2025-02-10,28.45,28.3,28.85,28.0,18388121,543853744.0,2.99,-0.53,-0.15,0.42
2025-02-11,28.3,27.1,28.4,26.85,27809635,791116304.0,5.48,-4.24,-1.2,0.64
2025-02-12,27.3,27.5,27.95,27.25,18247777,524453824.0,2.58,1.48,0.4,0.42
2025-02-13,27.65,28.0,29.0,27.6,26506810,783851520.0,5.09,1.82,0.5,0.61
2025-02-14,28.45,28.55,28.7,28.15,16742734,496327728.0,1.96,1.96,0.55,0.38
2025-02-17,28.65,28.85,29.15,28.4,13303943,399295072.0,2.63,1.05,0.3,0.3
2025-02-18,28.85,28.55,28.85,28.2,14033936,417081328.0,2.25,-1.04,-0.3,0.32
2025-02-19,28.3,28.45,28.7,28.0,7679349,227526089.0,2.45,-0.35,-0.1,0.18
2025-02-20,28.05,28.65,29.1,27.95,11372439,339307856.0,4.04,0.7,0.2,0.26
2025-02-21,28.7,28.3,28.7,27.9,18046283,530164432.0,2.79,-1.22,-0.35,0.41
2025-02-24,28.25,29.6,30.05,28.1,24705732,759347392.0,6.89,4.59,1.3,0.56
2025-02-25,29.05,28.95,29.25,28.65,13710611,413399632.0,2.03,-2.2,-0.65,0.31
2025-02-26,29.15,29.45,29.65,29.1,9169347,281222704.0,1.9,1.73,0.5,0.21
2025-02-27,29.2,30.1,30.4,29.0,24060922,750725520.0,4.75,2.21,0.65,0.55
2025-02-28,30.1,30.7,31.35,29.7,29887157,955711104.0,5.48,1.99,0.6,0.68
