date,open,close,high,low,volume,turnover,amplitude,change_pct,change_amount,turnover_rate
2025-01-15,4.544,4.594,4.624,4.524,211070324,1037462672.0,2.2,1.1,0.05,0.24
2025-01-16,4.634,4.664,4.664,4.584,236741633,1175554208.0,1.74,1.52,0.07,0.27
2025-01-17,4.664,4.584,4.674,4.544,236558283,1169488032.0,2.79,-1.72,-0.08,0.27
2025-01-20,4.634,4.664,4.684,4.604,234679485,1170488592.0,1.75,1.75,0.08,0.27
2025-01-21,4.704,4.694,4.714,4.644,170963949,858358528.0,1.5,0.64,0.03,0.2
2025-01-22,4.684,4.644,4.694,4.624,204724907,1019994608.0,1.49,-1.07,-0.05,0.24
2025-01-23,4.664,4.774,4.814,4.664,470288240,2398972144.0,3.23,2.8,0.13,0.54
2025-01-24,4.804,4.914,4.934,4.764,529927792,2765352560.0,3.56,2.93,0.14,0.61
2025-01-27,4.914,5.004,5.024,4.884,359171632,1911996304.0,2.85,1.83,0.09,0.41
2025-01-28,5.024,4.954,5.024,4.924,79441598,420753840.0,2.0,-1.0,-0.05,0.09
2025-02-03,4.824,4.944,4.954,4.814,209611678,1097006496.0,2.83,-0.2,-0.01,0.24
2025-02-04,5.044,5.054,5.094,4.934,286265152,1538253408.0,3.24,2.22,0.11,0.33
2025-02-05,5.034,5.024,5.034,4.944,294957152,1574879024.0,1.78,-0.59,-0.03,0.34
2025-02-06,5.004,5.054,5.094,4.984,265785504,1427504656.0,2.19,0.6,0.03,0.31
2025-02-07,5.024,5.044,5.054,4.934,347410288,1855704704.0,2.37,-0.2,-0.01,0.4
2025-02-10,5.044,5.094,5.114,5.014,294979888,1600921440.0,1.98,0.99,0.05,0.34
2025-02-11,5.074,5.124,5.164,5.074,276227136,1509669760.0,1.77,0.59,0.03,0.32
2025-02-12,5.164,5.264,5.284,5.134,527755168,2939752960.0,2.93,2.73,0.14,0.61
2025-02-13,5.274,5.294,5.384,5.274,569473136,3230635296.0,2.09,0.57,0.03,0.66
2025-02-14,5.314,5.364,5.384,5.264,431917472,2450418544.0,2.27,1.32,0.07,0.5
2025-02-17,5.284,5.404,5.434,5.274,438124464,2502052592.0,2.98,0.75,0.04,0.5
2025-02-18,5.414,5.354,5.424,5.304,399466432,2273218144.0,2.22,-0.93,-0.05,0.46
2025-02-19,5.294,5.264,5.324,5.224,315672576,1767688848.0,1.87,-1.68,-0.09,0.36
2025-02-20,5.244,5.264,5.294,5.194,263485746,1470589072.0,1.9,0.0,0.0,0.3
2025-02-21,5.294,5.254,5.314,5.154,384545648,2140606416.0,3.04,-0.19,-0.01,0.44
2025-02-24,5.214,5.234,5.314,5.194,292008656,1633180224.0,2.28,-0.38,-0.02,0.34
2025-02-25,5.214,5.184,5.244,5.144,212517048,1171705024.0,1.91,-0.96,-0.05,0.24
2025-02-26,5.234,5.254,5.304,5.194,292417424,1635624256.0,2.12,1.35,0.07,0.34
2025-02-27,5.194,5.254,5.294,5.144,342965760,1910044576.0,2.85,0.0,0.0,0.4
2025-02-28,5.224,5.164,5.304,5.164,393314112,2176831856.0,2.66,-1.71,-0.09,0.45
2025-03-03,5.164,5.184,5.244,5.134,230467328,1272300784.0,2.13,0.39,0.02,0.27
2025-03-04,5.164,5.144,5.194,5.104,317988752,1741228928.0,1.74,-0.77,-0.04,0.37
2025-03-05,5.164,5.284,5.314,5.144,372499632,2087607568.0,3.3,2.72,0.14,0.43
2025-03-06,5.334,5.324,5.334,5.254,230645923,1301689504.0,1.51,0.76,0.04,0.27
2025-03-07,5.324,5.274,5.334,5.244,279873136,1572796640.0,1.69,-0.94,-0.05,0.32
2025-03-10,5.254,5.224,5.304,5.204,224010871,1250760144.0,1.9,-0.95,-0.05,0.26
2025-03-11,5.204,5.224,5.254,5.154,204343493,1134483424.0,1.91,0.0,0.0,0.24
2025-03-12,5.194,5.194,5.224,5.154,268323575,1478982864.0,1.34,-0.57,-0.03,0.31
2025-03-13,5.204,5.214,5.284,5.184,231689550,1288354032.0,1.93,0.39,0.02,0.27
2025-03-14,5.264,5.314,5.394,5.234,275444560,1560597456.0,3.07,1.92,0.1,0.32
2025-03-17,5.284,5.314,5.364,5.274,205953287,1165236352.0,1.69,0.0,0.0,0.24
2025-03-18,5.354,5.354,5.374,5.314,239803531,1360823248.0,1.13,0.75,0.04,0.28
2025-03-19,5.364,5.334,5.394,5.314,282723248,1606003664.0,1.49,-0.37,-0.02,0.33
2025-03-20,5.334,5.274,5.364,5.254,257558656,1448847040.0,2.06,-1.12,-0.06,0.3
2025-03-21,5.264,5.234,5.334,5.234,330926784,1855483200.0,1.9,-0.76,-0.04,0.38
2025-03-24,5.264,5.334,5.344,5.224,208300179,1171632624.0,2.29,1.91,0.1,0.24
2025-03-25,5.294,5.254,5.324,5.254,159389392,893882704.0,1.31,-1.5,-0.08,0.18
2025-03-26,5.324,5.234,5.334,5.174,197080215,1097860192.0,3.05,-0.38,-0.02,0.23
2025-03-27,5.214,5.204,5.294,5.174,172486578,958729904.0,2.29,-0.57,-0.03,0.2
2025-03-28,5.254,5.154,5.264,5.134,210630667,1158267008.0,2.5,-0.96,-0.05,0.24
2025-03-31,5.124,5.204,5.244,5.024,421962896,2328371232.0,4.27,0.97,0.05,0.49
2025-04-01,5.224,5.174,5.254,5.114,191628379,1054876880.0,2.69,-0.58,-0.03,0.22
2025-04-02,5.174,5.194,5.204,5.114,200535447,1104988976.0,1.74,0.39,0.02,0.23
2025-04-03,5.094,5.124,5.164,5.064,212790188,1160352912.0,1.93,-1.35,-0.07,0.25
2025-04-07,4.884,4.704,4.934,4.664,938611168,4825346816.0,5.27,-8.2,-0.42,1.08
2025-04-08,4.684,4.674,4.794,4.644,689416512,3463531312.0,3.19,-0.64,-0.03,0.79
2025-04-09,4.634,4.664,4.704,4.524,674956544,3336451312.0,3.85,-0.21,-0.01,0.78
2025-04-10,4.664,4.754,4.784,4.614,490434000,2485006896.0,3.64,1.93,0.09,0.57
2025-04-11,4.764,4.894,4.944,4.714,327787744,1701062624.0,4.84,2.94,0.14,0.38
2025-04-14,4.954,4.984,5.004,4.914,206543155,1095463280.0,1.84,1.84,0.09,0.24
2025-04-15,4.984,4.984,5.014,4.934,234087564,1242687712.0,1.61,0.0,0.0,0.27
2025-04-16,4.964,4.934,5.024,4.914,247051158,1306332560.0,2.21,-1.0,-0.05,0.28
2025-04-17,4.944,5.014,5.014,4.924,185380413,986525904.0,1.82,1.62,0.08,0.21
2025-04-22,5.014,5.034,5.074,4.984,282730384,1514345072.0,1.79,0.4,0.02,0.33
2025-04-23,5.114,5.064,5.114,5.014,197363976,1062512496.0,1.99,0.6,0.03,0.23
2025-04-24,5.024,5.104,5.114,5.024,158157697,856923216.0,1.78,0.79,0.04,0.18
2025-04-25,5.124,5.134,5.154,5.094,184032287,1006071264.0,1.18,0.59,0.03,0.21
2025-04-28,5.164,5.184,5.244,5.124,210768862,1165096768.0,2.34,0.97,0.05,0.24
2025-04-29,5.234,5.144,5.264,5.124,254350581,1405615984.0,2.7,-0.77,-0.04,0.29
2025-04-30,5.104,4.984,5.124,4.814,735205776,3857509664.0,6.03,-3.11,-0.16,0.85
2025-05-02,4.974,4.994,5.004,4.914,163976879,870042592.0,1.81,0.2,0.01,0.19
2025-05-06,4.934,5.014,5.054,4.934,181092526,968582032.0,2.4,0.4,0.02,0.21
2025-05-07,5.124,5.064,5.184,5.064,249457607,1360794576.0,2.39,1.0,0.05,0.29
2025-05-08,5.054,5.084,5.134,5.054,156270836,848713600.0,1.58,0.39,0.02,0.18
2025-05-09,5.074,5.124,5.164,5.074,160923623,879050496.0,1.77,0.79,0.04,0.19
2025-05-12,5.214,5.164,5.214,5.054,483445648,2648656432.0,3.12,0.78,0.04,0.56
2025-05-13,5.154,5.234,5.254,5.144,366535168,2036820928.0,2.13,1.36,0.07,0.42
2025-05-14,5.264,5.294,5.314,5.214,258548042,1451208448.0,1.91,1.15,0.06,0.3
2025-05-15,5.274,5.304,5.344,5.254,235130976,1325453456.0,1.7,0.19,0.01,0.27
2025-05-16,5.284,5.254,5.304,5.194,201837035,1125576896.0,2.07,-0.94,-0.05,0.23
2025-05-19,5.204,5.214,5.274,5.184,196253495,1090385296.0,1.71,-0.76,-0.04,0.23
2025-05-20,5.264,5.284,5.294,5.224,151039200,845361472.0,1.34,1.34,0.07,0.17
2025-05-21,5.284,5.284,5.334,5.254,212929821,1199071792.0,1.51,0.0,0.0,0.25
2025-05-22,5.294,5.294,5.334,5.254,181555274,1023746896.0,1.51,0.19,0.01,0.21
2025-05-23,5.304,5.354,5.394,5.304,265914223,1513408096.0,1.7,1.13,0.06,0.31
2025-05-26,5.364,5.364,5.444,5.334,265219845,1517907696.0,2.05,0.19,0.01,0.31
2025-05-27,5.374,5.364,5.404,5.334,198564227,1130984592.0,1.3,0.0,0.0,0.23
2025-05-28,5.364,5.384,5.394,5.304,184529375,1050995632.0,1.68,0.37,0.02,0.21
2025-05-29,5.384,5.374,5.394,5.334,186004943,1059259744.0,1.11,-0.19,-0.01,0.21
2025-05-30,5.334,5.374,5.404,5.324,669519840,3821153184.0,1.49,0.0,0.0,0.77
2025-06-02,5.314,5.294,5.364,5.194,241005211,1354870688.0,3.16,-1.49,-0.08,0.28
2025-06-03,5.324,5.464,5.504,5.324,450870064,2609509776.0,3.4,3.21,0.17,0.52
2025-06-04,5.464,5.484,5.504,5.434,234118984,1360057168.0,1.28,0.37,0.02,0.27
