date,open,close,high,low,volume,turnover,amplitude,change_pct,change_amount,turnover_rate
2025-10-16,77.2,76.0,77.55,75.3,28141299,2143184144.0,2.94,-0.65,-0.5,0.78
2025-10-17,76.0,72.95,76.0,72.4,41523666,3058744816.0,4.74,-4.01,-3.05,1.15
2025-10-20,76.05,74.1,76.3,72.95,25581920,1899833984.0,4.59,1.58,1.15,0.71
2025-10-21,75.55,75.55,77.2,75.05,27577113,2102486112.0,2.9,1.96,1.45,0.77
2025-10-22,74.6,73.75,74.9,73.3,20700284,1533245424.0,2.12,-2.38,-1.8,0.57
2025-10-23,73.0,73.45,74.0,71.55,26728434,1943928112.0,3.32,-0.41,-0.3,0.74
2025-10-24,75.1,74.95,75.45,73.85,18828643,1406945904.0,2.18,2.04,1.5,0.52
2025-10-27,77.0,76.1,77.35,75.65,26721925,2038127968.0,2.27,1.53,1.15,0.74
2025-10-28,77.0,75.95,77.7,75.45,29429618,2253609872.0,2.96,-0.2,-0.15,0.82
2025-10-30,77.5,74.65,77.7,73.55,40157485,3026992128.0,5.46,-1.71,-1.3,1.11
2025-10-31,74.15,72.35,74.45,72.2,27234999,1984322768.0,3.01,-3.08,-2.3,0.75
2025-11-03,72.0,73.45,73.95,71.6,28694776,2090262576.0,3.25,1.52,1.1,0.8
2025-11-04,72.1,71.45,73.6,71.15,23012844,1658880640.0,3.34,-2.72,-2.0,0.64
2025-11-05,70.0,70.95,71.2,68.85,29582205,2074719824.0,3.29,-0.7,-0.5,0.82
2025-11-06,71.4,72.55,72.9,70.7,19658320,1417335776.0,3.1,2.26,1.6,0.54
2025-11-07,71.5,68.25,71.85,67.5,51425431,3534178032.0,6.0,-5.93,-4.3,1.43
2025-11-10,68.45,69.8,70.05,67.9,27658165,1911927392.0,3.15,2.27,1.55,0.77
2025-11-11,70.3,69.5,70.9,68.7,14666406,1020255216.0,3.15,-0.43,-0.3,0.41
2025-11-12,70.1,69.7,70.8,68.6,19881998,1382690656.0,3.17,0.29,0.2,0.55
2025-11-13,68.25,69.1,70.2,67.85,30318325,2086859296.0,3.37,-0.86,-0.6,0.84
2025-11-14,67.5,67.1,68.05,66.35,34231271,2301214896.0,2.46,-2.89,-2.0,0.95
2025-11-17,66.5,66.8,67.75,66.1,22374156,1493334096.0,2.46,-0.45,-0.3,0.62
2025-11-18,65.8,64.65,66.05,63.75,36505783,2363865952.0,3.44,-3.22,-2.15,1.01
2025-11-19,64.65,63.5,64.9,62.85,30697647,1950984720.0,3.17,-1.78,-1.15,0.85
2025-11-20,65.1,64.95,66.3,63.85,48063412,3119107072.0,3.86,2.28,1.45,1.33
2025-11-21,63.85,64.0,65.5,62.4,38454102,2452169872.0,4.77,-1.46,-0.95,1.07
2025-11-24,65.0,68.55,68.9,65.0,67219569,4550737408.0,6.09,7.11,4.55,1.86
2025-11-25,69.65,70.65,71.75,69.6,50615478,3568005520.0,3.14,3.06,2.1,1.4
2025-11-26,71.5,68.65,71.5,68.35,31216259,2159268848.0,4.46,-2.83,-2.0,0.87
2025-11-27,68.95,68.4,70.0,67.9,24638073,1693546064.0,3.06,-0.36,-0.25,0.68
2025-11-28,68.4,67.8,68.9,67.7,18946864,1289192688.0,1.75,-0.88,-0.6,0.52
2025-12-01,68.25,68.35,69.1,67.5,15785474,1077724032.0,2.36,0.81,0.55,0.44
2025-12-02,70.5,68.95,71.95,68.6,46497088,3263906992.0,4.9,0.88,0.6,1.29
2025-12-03,68.0,67.4,69.6,67.1,29242095,1978793344.0,3.63,-2.25,-1.55,0.81
2025-12-04,67.45,67.5,67.9,66.0,29196862,1956204720.0,2.82,0.15,0.1,0.81
2025-12-05,67.5,69.2,69.2,66.55,29058269,1986571824.0,3.93,2.52,1.7,0.8
2025-12-08,68.75,68.25,69.5,68.1,20534664,1407857936.0,2.02,-1.37,-0.95,0.57
