date,open,close,high,low,volume,turnover,amplitude,change_pct,change_amount,turnover_rate
2025-10-20,50.5,51.2,51.25,50.5,4726716,241322882.0,1.49,1.59,0.8,0.12
2025-10-21,51.65,51.55,52.3,51.3,6194937,321242560.0,1.95,0.68,0.35,0.16
2025-10-22,51.6,50.7,51.8,50.65,5309211,270941792.0,2.23,-1.65,-0.85,0.14
2025-10-23,50.85,50.9,51.25,50.5,4925759,250470305.0,1.48,0.39,0.2,0.13
2025-10-24,51.4,51.15,51.7,50.85,3320868,170063569.0,1.67,0.49,0.25,0.09
2025-10-27,51.6,51.85,52.05,51.5,4958926,256961158.0,1.08,1.37,0.7,0.13
2025-10-28,52.0,52.35,52.65,51.8,7714776,403661040.0,1.64,0.96,0.5,0.2
2025-10-30,52.45,51.45,52.45,51.2,6661449,343808000.0,2.39,-1.72,-0.9,0.17
2025-10-31,51.55,51.5,51.9,51.0,6507182,334769056.0,1.75,0.1,0.05,0.17
2025-11-03,51.5,52.05,52.15,51.45,3815805,197942909.0,1.36,1.07,0.55,0.1
2025-11-04,52.2,51.8,52.65,51.6,4660428,243003717.0,2.02,-0.48,-0.25,0.12
2025-11-05,51.9,51.65,51.9,51.1,4308346,221914915.0,1.54,-0.29,-0.15,0.11
2025-11-06,52.0,52.55,52.7,51.9,6232250,327087296.0,1.55,1.74,0.9,0.16
2025-11-07,52.55,52.55,52.85,52.25,6314606,331535744.0,1.14,0.0,0.0,0.16
2025-11-10,52.8,52.9,52.95,52.55,4504070,237903100.0,0.76,0.67,0.35,0.12
2025-11-11,53.1,53.05,53.4,52.7,5033370,266727828.0,1.32,0.28,0.15,0.13
2025-11-12,53.4,55.25,55.25,53.1,15442067,842275728.0,4.05,4.15,2.2,0.4
2025-11-13,55.3,55.05,55.9,54.7,7558834,417381760.0,2.17,-0.36,-0.2,0.2
2025-11-14,55.05,54.55,55.05,54.35,5995034,327216592.0,1.27,-0.91,-0.5,0.16
2025-11-17,54.55,54.6,54.85,54.3,4958504,270648832.0,1.01,0.09,0.05,0.13
2025-11-18,54.2,53.35,54.45,53.15,4558809,244283954.0,2.38,-2.29,-1.25,0.12
2025-11-19,53.3,53.3,53.7,53.15,2994581,159849860.0,1.03,-0.09,-0.05,0.08
2025-11-20,53.95,53.45,53.95,53.25,3141188,168015542.0,1.31,0.28,0.15,0.08
2025-11-21,53.2,53.45,53.8,52.5,8833769,469760864.0,2.43,0.0,0.0,0.23
2025-11-24,54.1,54.7,55.5,53.95,14846685,814316208.0,2.9,2.34,1.25,0.39
2025-11-25,55.0,54.8,55.15,54.45,5487228,300607792.0,1.28,0.18,0.1,0.14
2025-11-26,55.1,55.2,55.45,54.6,6974709,384208048.0,1.55,0.73,0.4,0.18
2025-11-27,55.2,54.9,55.3,54.7,4235891,232640586.0,1.09,-0.54,-0.3,0.11
2025-11-28,55.05,54.95,55.4,54.75,3576177,196721448.0,1.18,0.09,0.05,0.09
2025-12-01,55.25,55.9,56.0,54.95,6280267,349430176.0,1.91,1.73,0.95,0.16
2025-12-02,56.2,56.85,57.4,55.9,9873496,560677616.0,2.68,1.7,0.95,0.26
2025-12-03,56.6,57.15,57.2,56.5,5462762,310861936.0,1.23,0.53,0.3,0.14
2025-12-04,57.4,57.5,57.75,57.15,5907629,339228880.0,1.05,0.61,0.35,0.15
2025-12-05,57.55,56.1,57.55,56.1,9349076,527151088.0,2.52,-2.43,-1.4,0.24
2025-12-08,56.05,55.1,56.2,55.0,7053521,392243552.0,2.14,-1.78,-1.0,0.18
2025-12-09,55.2,54.45,55.65,54.05,7629896,416970112.0,2.9,-1.18,-0.65,0.2
2025-12-10,54.2,54.25,54.45,53.9,5581353,302225888.0,1.01,-0.37,-0.2,0.15
2025-12-11,54.05,54.05,54.65,53.8,7041296,381340464.0,1.57,-0.37,-0.2,0.18
2025-12-12,54.55,55.4,55.5,54.35,6600938,363386560.0,2.13,2.5,1.35,0.17
2025-12-15,54.8,54.75,55.15,54.65,3703909,203017498.0,0.9,-1.17,-0.65,0.1
2025-12-16,54.75,53.6,54.8,53.2,6662482,357673040.0,2.92,-2.1,-1.15,0.17
2025-12-17,53.6,54.05,54.1,53.3,5700532,306425312.0,1.49,0.84,0.45,0.15
2025-12-18,54.05,54.1,54.3,53.8,5452258,294574752.0,0.93,0.09,0.05,0.14
2025-12-19,54.2,54.7,54.7,53.8,9736624,530713680.0,1.66,1.11,0.6,0.25
2025-12-22,54.7,54.5,55.0,54.05,3557496,193489265.0,1.74,-0.37,-0.2,0.09
2025-12-23,54.4,55.0,55.1,54.35,3147067,172718377.0,1.38,0.92,0.5,0.08
2025-12-24,55.05,55.3,55.5,54.9,2415232,133362280.0,1.09,0.55,0.3,0.06
2025-12-29,55.3,53.45,55.3,52.95,8774884,469229280.0,4.25,-3.35,-1.85,0.23
2025-12-30,53.45,53.25,53.45,52.55,7243509,383628960.0,1.68,-0.37,-0.2,0.19
2025-12-31,53.1,52.95,53.1,52.65,2863632,151310649.0,0.85,-0.56,-0.3,0.07
2026-01-02,53.0,54.0,54.1,52.95,4093491,220529988.0,2.17,1.98,1.05,0.11
2026-01-05,53.9,53.6,54.0,52.7,7425766,395622080.0,2.41,-0.74,-0.4,0.19
2026-01-06,54.0,55.35,55.4,53.8,8590646,472978096.0,2.99,3.26,1.75,0.22
2026-01-07,55.6,54.7,55.6,54.55,4814958,264002331.0,1.9,-1.17,-0.65,0.13
2026-01-08,54.8,55.1,55.1,54.6,5429241,298390464.0,0.91,0.73,0.4,0.14
2026-01-09,55.4,57.15,57.15,55.25,11028764,621639696.0,3.45,3.72,2.05,0.29
2026-01-12,57.2,58.65,58.7,57.2,14699673,857653408.0,2.62,2.62,1.5,0.38
2026-01-13,58.65,59.2,59.45,58.55,11650652,687594400.0,1.53,0.94,0.55,0.3
2026-01-14,59.6,59.25,59.8,58.55,12961619,768529984.0,2.11,0.08,0.05,0.34
2026-01-15,59.2,59.45,59.75,58.4,9597261,568705184.0,2.28,0.34,0.2,0.25
2026-01-16,60.75,60.35,61.15,59.8,9994457,602319280.0,2.27,1.51,0.9,0.26
