date,open,close,high,low,volume,turnover,amplitude,change_pct,change_amount,turnover_rate
2025-10-17,36.8,35.16,37.02,34.78,29004695,1030309488.0,6.11,-4.09,-1.5,0.71
2025-10-20,36.36,35.96,36.54,35.52,17127548,615532560.0,2.9,2.28,0.8,0.42
2025-10-21,36.46,36.02,37.0,35.9,23192945,844180480.0,3.06,0.17,0.06,0.57
2025-10-22,36.0,35.82,36.36,35.6,13460558,483333200.0,2.11,-0.56,-0.2,0.33
2025-10-23,35.78,35.5,35.96,34.42,24047835,841549344.0,4.3,-0.89,-0.32,0.59
2025-10-24,35.8,36.26,36.86,35.68,23849820,865499152.0,3.32,2.14,0.76,0.59
2025-10-27,37.9,37.28,38.7,37.0,43518640,1643897712.0,4.69,2.81,1.02,1.07
2025-10-28,37.58,36.76,37.86,36.62,16088613,595035232.0,3.33,-1.39,-0.52,0.4
2025-10-30,36.7,36.58,36.74,35.1,52440754,1880070624.0,4.46,-0.49,-0.18,1.29
2025-10-31,36.2,36.2,37.0,35.88,32247445,1177439664.0,3.06,-1.04,-0.38,0.79
2025-11-03,36.2,35.62,36.42,34.82,21518327,766274064.0,4.42,-1.6,-0.58,0.53
2025-11-04,35.82,34.78,36.0,34.62,27950354,979072368.0,3.87,-2.36,-0.84,0.69
2025-11-05,34.0,34.96,35.2,33.76,20008121,692931888.0,4.14,0.52,0.18,0.49
2025-11-06,35.02,35.0,35.18,34.4,27843546,968031856.0,2.23,0.11,0.04,0.68
2025-11-07,34.52,33.78,34.7,33.44,30420122,1032434480.0,3.6,-3.49,-1.22,0.75
2025-11-10,33.78,34.16,34.42,33.48,20386622,693583264.0,2.78,1.12,0.38,0.5
2025-11-11,34.5,33.24,34.52,32.96,29361145,978411648.0,4.57,-2.69,-0.92,0.72
2025-11-12,33.6,33.36,34.04,33.14,22977480,769384896.0,2.71,0.36,0.12,0.56
2025-11-13,33.44,34.48,34.8,33.36,33472999,1148805136.0,4.32,3.36,1.12,0.82
2025-11-14,33.82,33.32,34.34,33.08,30241637,1015231488.0,3.65,-3.36,-1.16,0.74
2025-11-17,33.12,32.36,33.32,31.96,52478805,1691804096.0,4.08,-2.88,-0.96,1.28
2025-11-18,32.34,31.9,32.88,31.54,37794209,1208631168.0,4.14,-1.42,-0.46,0.92
2025-11-19,31.88,31.92,32.02,31.48,29396876,934154544.0,1.69,0.06,0.02,0.72
2025-11-20,32.38,32.2,32.7,31.62,24158290,772811440.0,3.38,0.88,0.28,0.59
2025-11-21,31.42,30.56,32.0,30.3,57622053,1772157376.0,5.28,-5.09,-1.64,1.4
2025-11-24,30.64,31.8,31.94,30.62,48790361,1533178864.0,4.32,4.06,1.24,1.19
2025-11-25,31.96,31.86,32.44,31.64,37222169,1190831760.0,2.52,0.19,0.06,0.9
2025-11-26,32.3,31.94,32.76,31.84,27384005,881022624.0,2.89,0.25,0.08,0.67
2025-11-27,31.88,31.3,31.88,30.32,51530575,1597300064.0,4.88,-2.0,-0.64,1.25
2025-11-28,31.5,31.16,31.68,30.96,19221822,600283824.0,2.3,-0.45,-0.14,0.47
2025-12-01,31.4,31.72,31.8,31.08,14784621,466513440.0,2.31,1.8,0.56,0.36
2025-12-02,31.72,31.38,31.9,31.16,13780181,432727200.0,2.33,-1.07,-0.34,0.33
2025-12-03,31.02,30.76,31.44,30.64,18918686,583447120.0,2.55,-1.98,-0.62,0.46
2025-12-04,31.0,32.94,33.22,30.9,61325604,1990988912.0,7.54,7.09,2.18,1.49
2025-12-05,32.94,32.62,33.22,32.38,35837057,1172013936.0,2.55,-0.97,-0.32,0.87
2025-12-08,32.8,32.94,33.4,32.5,26923563,886735360.0,2.76,0.98,0.32,0.65
2025-12-09,32.88,33.56,34.46,32.7,42452555,1433588256.0,5.34,1.88,0.62,1.03
2025-12-10,33.2,33.58,34.14,32.76,26432978,887619344.0,4.11,0.06,0.02,0.64
2025-12-11,33.58,33.48,34.56,33.38,23644517,799683056.0,3.51,-0.3,-0.1,0.57
2025-12-12,33.48,33.48,34.02,32.78,24601327,820115824.0,3.7,0.0,0.0,0.6
2025-12-15,32.5,32.44,33.12,32.2,27571373,899047968.0,2.75,-3.11,-1.04,0.67
2025-12-16,32.44,32.06,32.92,31.52,24963757,797680688.0,4.32,-1.17,-0.38,0.6
2025-12-17,32.06,32.54,32.8,31.92,18318804,594216576.0,2.74,1.5,0.48,0.44
2025-12-18,32.5,32.72,33.18,31.96,23427381,768695872.0,3.75,0.55,0.18,0.57
2025-12-19,32.88,34.16,34.86,32.64,43818066,1500651280.0,6.78,4.4,1.44,1.06
2025-12-22,34.04,33.14,34.24,32.34,46863512,1549599200.0,5.56,-2.99,-1.02,1.14
2025-12-23,33.16,32.82,33.56,32.62,14543700,479477808.0,2.84,-0.97,-0.32,0.35
2025-12-24,32.88,32.6,33.02,32.26,8883416,288748880.0,2.32,-0.67,-0.22,0.22
2025-12-29,32.5,31.84,32.96,31.78,17940302,578735296.0,3.62,-2.33,-0.76,0.43
2025-12-30,31.64,32.06,32.08,31.3,21808850,692439680.0,2.45,0.69,0.22,0.53
2025-12-31,31.8,31.44,32.26,31.32,9229746,292605888.0,2.93,-1.93,-0.62,0.22
2026-01-02,31.1,32.54,32.54,31.1,14416122,465288688.0,4.58,3.5,1.1,0.35
2026-01-05,32.32,33.52,33.8,32.06,30159068,1002794864.0,5.35,3.01,0.98,0.73
2026-01-06,33.8,34.1,34.42,33.3,29656596,1010087648.0,3.34,1.73,0.58,0.72
2026-01-07,34.1,36.12,36.34,34.06,54921984,1953765680.0,6.69,5.92,2.02,1.33
2026-01-08,35.88,36.44,36.92,35.76,28953410,1052132992.0,3.21,0.89,0.32,0.7
2026-01-09,36.4,37.06,37.14,35.98,36091398,1328151136.0,3.18,1.7,0.62,0.87
2026-01-12,38.12,37.58,38.5,36.6,54713425,2049721392.0,5.13,1.4,0.52,1.32
2026-01-13,37.98,39.78,40.18,37.8,79031708,3118544608.0,6.33,5.85,2.2,1.91
2026-01-14,39.94,40.0,40.4,39.02,47053097,1872255728.0,3.47,0.55,0.22,1.14
2026-01-15,39.78,40.02,40.4,39.38,30013466,1199861376.0,2.55,0.05,0.02,0.73
